,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
4319,4319,tt0109731,Torment,Claude Chabrol,L'enfer,1994-01-01,102,7,6018,Crime,"Sophie Artur, Emmanuelle Béart, José-André Lacour, Emmanuelle Béart"
4320,4320,tt0109732,"English, August",Dev Benegal,"English, August",1994-01-01,118,7,141,Comedy,"Dev Benegal, Tanvi Azmi"
4321,4321,tt0109733,Angel Dust,Gakuryû Ishii,Enjeru dasuto,1994-01-01,116,6,1143,Drama,"Etsushi Toyokawa, Takeshi Wakamatsu, Kaho Minami"
4322,4322,tt0109735,Entre rojas,Azucena Rodríguez,Entre rojas,1995-01-01,93,5,276,Drama,Penélope Cruz
4323,4323,tt0109738,Ermo,Xiaowen Zhou,Ermo,1994-01-01,98,7,452,Comedy,Xiaowen Zhou
4324,4324,tt0109744,Sunset Riders,Aleksi Mäkelä,Esa ja Vesa - auringonlaskun ratsastajat,1994-01-01,88,5,719,Action,"Teemu Lehtilä, Jussi Chydenius, Ismo Alanko, Santeri Kinnunen"
4325,4325,tt0109747,La estrategia del caracol,Sergio Cabrera,La estrategia del caracol,1993-01-01,116,7,2659,Comedy,"Fausto Cabrera, Jorge Zuluaga, Sergio Cabrera, Fausto Cabrera"
4326,4326,tt0109751,Under the Domim Tree,Eli Cohen,Etz Hadomim Tafus,1994-01-01,102,6,227,Drama,"Eli Cohen, Rachel Dobson, Gila Almagor"
4327,4327,tt0109759,Exotica,Atom Egoyan,Exotica,1994-01-01,103,7,20297,Drama,"Camelia Frieberg, Arsinée Khanjian, Bruce Greenwood"
4328,4328,tt0109765,F.T.W.,Michael Karbelnikoff,F.T.W.,1994-01-01,100,5,807,Crime,"Ron Altbach, John Ciambotti, Ron Peterson, Mickey Rourke"
4329,4329,tt0109771,Farinelli,Gérard Corbiau,Farinelli,1994-01-01,111,6,7021,Biography,"Gérard Corbiau, Stefano Dionisi"
4330,4330,tt0109781,Faust,Jan Svankmajer,Faust,1994-01-01,97,7,4049,Animation,"Alan Vitous, Petr Cepek, Michael Havas"
4331,4331,tt0109783,The Favor,Donald Petrie,The Favor,1994-01-01,97,5,2986,Comedy,"Joel Beeson, John Horn, Harley Jane Kozak"
4332,4332,tt0109784,A Feast at Midnight,Justin Hardy,A Feast at Midnight,1994-01-01,105,6,517,Comedy,"Justin Hardy, Michael Gove"
4333,4333,tt0109785,Federal Hill,Michael Corrente,Federal Hill,1994-01-01,97,6,482,Crime,"Michael Corrente, Nicholas Turturro"
4334,4334,tt0109786,The Final Option,Gordon Chan,Fei hu xiong xin,1994-01-01,103,5,141,Action,"Kwok-Pong Chan, Michael Wong"
4335,4335,tt0109791,Felidae,Michael Schaack,Felidae,1994-01-01,82,7,4647,Action,"Michael Schaack, Michael Bentele, Marco Cinello, Ulrich Tukur"
4336,4336,tt0109798,Revenge of the Musketeers,Bertrand Tavernier,La fille de d'Artagnan,1994-01-01,125,5,3462,Action,"José Gomes, Gigi Proietti, Jean-Luc Bideau, Sophie Marceau"
4337,4337,tt0109800,Le fils prǸfǸrǸ,Nicole Garcia,Le fils prǸfǸrǸ,1994-01-01,100,6,365,Drama,"Gérard Lanvin, Nicole Garcia, Gérard Lanvin"
4338,4338,tt0109803,Fire Dragon,Woo-Ping Yuen,Huo yun chuan qi,1994-01-01,90,6,236,Action,"Steven Lo, Brigitte Lin"
4339,4339,tt0109808,De flat,Ben Verbong,De flat,1994-01-01,105,5,432,Mystery,"Victor Löw, Mirjam de Rooij, Ben Verbong, Renée Soutendijk"
4340,4340,tt0109813,The Flintstones,Brian Levant,The Flintstones,1994-01-01,91,5,82980,Comedy,"Terri Hardin, Dann Florek, Rosie O'Donnell, John Goodman"
4341,4341,tt0109816,Floundering,Peter McCarthy,Floundering,1994-01-01,96,5,1338,Comedy,"Alex Michel, James Le Gros"
4342,4342,tt0109823,For the Moment,Aaron Kim Johnston,For the Moment,1993-01-01,120,6,964,Drama,Russell Crowe
4343,4343,tt0109828,Foreign Student,Eva Sereny,Foreign Student,1994-01-01,90,5,342,Drama,"Eva Sereny, Hinton Battle, Robin Givens"
4344,4344,tt0109830,Forrest Gump,Robert Zemeckis,Forrest Gump,1994-01-01,142,8,2117886,Drama,"Sally Field, Tom Hanks, Rob Adams"
4345,4345,tt0109831,Four Weddings and a Funeral,Mike Newell,Four Weddings and a Funeral,1994-01-01,117,7,157572,Comedy,"Kristin Scott Thomas, Simon Callow, Hugh Grant"
4346,4346,tt0109835,Frank & Jesse,Robert Boris,Frank & Jesse,1994-01-01,105,5,1524,Biography,"Robert Boris, Rhed Khilling, Chad Linley, Rob Lowe"
4347,4347,tt0109836,Mary Shelley's Frankenstein,Kenneth Branagh,Frankenstein,1994-01-01,123,6,56883,Drama,"Campbell Askew, Richard Clifford, Jenny Galloway, Robert De Niro"
4348,4348,tt0109842,Fresh,Boaz Yakin,Fresh,1994-01-01,114,7,13860,Crime,"Boaz Yakin, Jolyon Handler, Sean Nelson"
4349,4349,tt0109855,Fun,Rafal Zielinski,Fun,1994-01-01,105,6,1296,Crime,"Renée Humphrey, Renée Humphrey"
4350,4350,tt0109872,Fatal Fury: The Motion Picture,Masami Ôbari,Garou Densetsu,1994-01-01,100,6,1213,Action,"Kazukiyo Nishikiori, Tomo Sakurai, Mark Hildreth"
4351,4351,tt0109884,Genesis: The Creation and the Flood,Ermanno Olmi,Genesi: La creazione e il diluvio,1994-01-01,91,5,665,Adventure,Paul Scofield
4352,4352,tt0109890,The Getaway,Roger Donaldson,The Getaway,1994-01-01,115,5,18829,Action,"James Stephens, John Alan Simon, Alec Baldwin"
4353,4353,tt0109893,Getting In,Doug Liman,Getting In,1994-01-01,94,5,538,Comedy,"Dorothy Recasner Brown, Arthur L. Liman, Jason Jenks, Stephen Mailer"
4354,4354,tt0109900,Giorgino,Laurent Boutonnat,Giorgino,1994-01-01,177,7,1016,Adventure,"Laurent Boutonnat, Jana Andresíková"
4355,4355,tt0109906,The Glass Shield,Charles Burnett,The Glass Shield,1994-01-01,109,6,3494,Crime,"Ernie Lee Banks, Janet Claire, Tommy Redmond Hicks, Michael Boatman"
4356,4356,tt0109913,Go Fish,Rose Troche,Go Fish,1994-01-01,83,5,2264,Comedy,"Stephanie Boles, Guinevere Turner"
4357,4357,tt0109917,Golden Gate,John Madden,Golden Gate,1993-01-01,91,5,907,Crime,"Doreen Foo Croft, Theresa Huynh, Matt Dillon"
4358,4358,tt0109920,A Good Man in Africa,Bruce Beresford,A Good Man in Africa,1994-01-01,94,5,2638,Comedy,"George Lee, Aubrey Moalusi, Colin Friels"
4359,4359,tt0109922,Gopi Kishan,Mukesh Duggal,Gopi Kishan,1994-01-01,161,5,940,Action,Suniel Shetty
4360,4360,tt0109936,Greedy,Jonathan Lynn,Greedy,1994-01-01,113,6,15486,Comedy,"Nancy Travis, Johnny Petraglia, Jere Burns, Michael J. Fox"
4361,4361,tt0109942,Dead Tired,Michel Blanc,Grosse fatigue,1994-01-01,92,6,1960,Comedy,"Michel Blanc, Michel Blanc"
4362,4362,tt0109945,Henry's Romance,Thomas Koerfer,Der grǬne Heinrich,1993-01-01,110,5,140,Drama,"Claudia Fenner, Susanne Bentzien, Thibault de Montalembert"
4363,4363,tt0109946,Shanghai Fever,Kwok-Lap Lee,Gu feng,1994-01-01,91,7,134,Comedy,"Hong Pan, Hong Pan"
4364,4364,tt0109951,Guarding Tess,Hugh Wilson,Guarding Tess,1994-01-01,96,6,18271,Comedy,"Gerald F. Gough, Elzbieta Szmytka, Julie Kurzava, Shirley MacLaine"
4365,4365,tt0109959,Gunmen,Deran Sarafian,Gunmen,1993-01-01,94,5,3684,Action,"Richard Sarafian Jr., Christopher Williams, Anilú Pardo, Christopher Lambert"
4366,4366,tt0109965,Guyver: Dark Hero,Steve Wang,Guyver: Dark Hero,1994-01-01,127,5,3616,Action,"Wes Deitrick, David Hayter"
4367,4367,tt0109981,The Spouse,Mehdi Fakhimzadeh,Hamsar,1994-01-01,100,6,254,Drama,NONE
4368,4368,tt0109982,Hand Gun,Whitney Ransick,Hand Gun,1994-01-01,90,5,332,Action,"Star Jasper, Larry Meistrich, Treat Williams"
4369,4369,tt0109991,The Stairway to the Distant Past,Kaizô Hayashi,Harukana jidai no kaidan o,1995-01-01,101,6,202,Drama,"Haruko Wanibuchi, Masatoshi Nagase"
4370,4370,tt0109994,The Quality of Mercy,Andreas Gruber,Hasenjagd,1994-01-01,105,7,311,Drama,"Andreas Gruber, Anton Hörschläger, Elfriede Irrall"
4371,4371,tt0110005,Heavenly Creatures,Peter Jackson,Heavenly Creatures,1994-01-01,99,7,65184,Biography,"Melanie Lynskey, Alun Bollinger, Jim Booth, Melanie Lynskey"
4372,4372,tt0110006,Heavyweights,Steven Brill,Heavyweights,1995-01-01,100,6,29023,Comedy,"Paul Feig, Michael Bard Bayer, Bobby Fain, Tom McGowan"
4373,4373,tt0110008,Pom Poko,Isao Takahata,Heisei tanuki gassen ponpoko,1994-01-01,119,7,31487,Animation,"Rin Mizuhara, Wally Kurth, Gannosuke Ashiya, Shinchô Kokontei"
4374,4374,tt0110013,Henry & Verlin,Gary Ledbetter,Henry & Verlin,1996-01-01,87,6,122,Drama,"Dorothy Gardner, Gary Farmer"
4375,4375,tt0110034,L'histoire du garÇõon qui voulait qu'on l'embrasse,Philippe Harel,L'histoire du garÇõon qui voulait qu'on l'embrasse,1994-01-01,95,6,121,Drama,NONE
4376,4376,tt0110036,Stories from the Kronen,Montxo Armendáriz,Historias del Kronen,1995-01-01,95,6,1386,Action,"Diana Gálvez, Carolina Walker, Montxo Armendáriz, Juan Diego Botto"
4377,4377,tt0110044,Holy Matrimony,Leonard Nimoy,Holy Matrimony,1994-01-01,93,5,1570,Comedy,"Jess Schwidde, Patricia Arquette"
4378,4378,tt0110045,Men Always Lie,Antonio del Real,Los hombres siempre mienten,1995-01-01,100,5,146,Comedy,"Javier Sádaba, Máximo San Juan, Emilio José, Gabino Diego"
4379,4379,tt0110051,Blush,Shaohong Li,Hong fen,1995-01-01,115,6,154,Drama,"Saifei He, Shaohong Li"
4380,4380,tt0110053,Red Rose White Rose,Stanley Kwan,Hung mooi gwai baak mooi gwai,1994-01-01,110,7,309,Drama,"Veronica Yip, Joan Chen"
4381,4381,tt0110054,The New Legend of Shaolin,Jing Wong,Hung Hei Kwun: Siu Lam ng zou,1994-01-01,95,6,5863,Action,"Chunhua Ji, Chingmy Yau, Jet Li"
4382,4382,tt0110066,Houseguest,Randall Miller,Houseguest,1995-01-01,113,5,7276,Comedy,"Marilyn Eastman, Kim Murphy, Mason Adams, Sinbad"
4383,4383,tt0110071,Treasure Hunt,Jeffrey Lau,Fa kei Siu Lam,1994-01-01,111,6,596,Action,Chow Yun-Fat
4384,4384,tt0110073,Once Upon a Time in China V,Hark Tsui,Wong Fei Hung chi neung: Lung shing chim pa,1994-01-01,101,5,1101,Action,"Roger Kwok, Wenzhuo Zhao"
4385,4385,tt0110076,Hum Aapke Hain Koun..!,Sooraj R. Barjatya,Hum Aapke Hain Koun..!,1994-01-01,206,7,21740,Comedy,"Mohnish Behl, Renuka Shahane, Laxmikant Berde, Madhuri Dixit"
4386,4386,tt0110080,Burning Paradise,Ringo Lam,Huo shao hong lian si,1994-01-01,104,6,777,Action,Xiqian Wu
4387,4387,tt0110081,To Live,Yimou Zhang,Huo zhe,1994-01-01,133,8,19170,Drama,"Hua Yu, You Ge"
4388,4388,tt0110083,HÇÏnderna,Richard Hobert,HÇÏnderna,1994-01-01,93,5,208,Drama,"Barbro Christenson, Boman Oscarsson"
4389,4389,tt0110091,I Like It Like That,Darnell Martin,I Like It Like That,1994-01-01,104,6,1772,Comedy,"Lane Janger, Scott Jarred Cohen, Tito Nieves, Luna Lauren Velez"
4390,4390,tt0110093,I Love Trouble,Charles Shyer,I Love Trouble,1994-01-01,123,5,12280,Action,"Robbyn Kirmsse, Nick Nolte"
4391,4391,tt0110097,I'll Do Anything,James L. Brooks,I'll Do Anything,1994-01-01,115,5,2767,Comedy,"Amy Brooks, Patrick Cassidy, Jodi Ellen Melnick, Nick Nolte"
4392,4392,tt0110099,I.Q.,Fred Schepisi,I.Q.,1994-01-01,100,6,25941,Comedy,"Roger Berlind, Sandy Alexander, Ian Baker, Tim Robbins"
4393,4393,tt0110101,Ich gelobe,Wolfgang Murnberger,Ich gelobe,1994-01-01,115,6,194,Drama,"Pia Baresch, Wolfgang Murnberger, Hertha Schell, Christoph Dostal"
4394,4394,tt0110115,Imaginary Crimes,Anthony Drazan,Imaginary Crimes,1994-01-01,107,6,1637,Biography,"Monica Rose Maynard, Harvey Keitel"
4395,4395,tt0110116,Immortal Beloved,Bernard Rose,Immortal Beloved,1994-01-01,121,7,25376,Biography,"Hannes Flaschberger, Vinson Cole, Rory Edwards, Gary Oldman"
4396,4396,tt0110125,The Cold Light of Day,Rudolf van den Berg,The Cold Light of Day,1996-01-01,96,6,976,Drama,"Nina Jiránková, Lynsey Baxter, Nela Boudová, Richard E. Grant"
4397,4397,tt0110126,In the Eye of the Snake,Max Reid,In the Eye of the Snake,1990-01-01,91,5,111,Thriller,"Durga McBroom, Jason Cairns"
4398,4398,tt0110137,The Inkwell,Matty Rich,The Inkwell,1994-01-01,110,6,1514,Comedy,"Trade Martin, Larenz Tate"
4399,4399,tt0110146,Intersection,Mark Rydell,Intersection,1994-01-01,98,5,8737,Drama,"Lolita Davidovich, Richard Gere"
4400,4400,tt0110148,Interview with the Vampire: The Vampire Chronicles,Neil Jordan,Interview with the Vampire: The Vampire Chronicles,1994-01-01,123,7,330653,Drama,"Micha Bergese, Stephen Rea, Kirsten Dunst, Brad Pitt"
4401,4401,tt0110155,Al-irhabi,Nader Galal,Al-irhabi,1994-01-01,130,6,1668,Drama,"Ahmed Rateb, Sherine, Mustafa Metwalli"
4402,4402,tt0110157,Iron Will,Charles Haid,Iron Will,1994-01-01,108,6,8939,Adventure,"Karl Randa, Jeff Arch, Mackenzie Astin"
4403,4403,tt0110165,Secrets Shared with a Stranger,Georges Bardawil,Ispoved neznakomtsu,1995-01-01,92,5,130,Crime,Sandrine Bonnaire
4404,4404,tt0110167,It Could Happen to You,Andrew Bergman,It Could Happen to You,1994-01-01,101,6,41453,Comedy,"Isaac Hayes, Andrew Bergman, Douglas Bernstein, Nicolas Cage"
4405,4405,tt0110168,My Summer Story,Bob Clark,It Runs in the Family,1994-01-01,85,5,1726,Comedy,"Leigh Brown, Ariel Clark, Charles Grodin"
4406,4406,tt0110170,The Track,Yesim Ustaoglu,Iz,1995-01-01,116,6,299,Drama,Derya Alabora
4407,4407,tt0110171,I Can't Sleep,Claire Denis,J'ai pas sommeil,1994-01-01,110,6,1315,Drama,"Bruno Pesery, Jean-Louis Murat, Dani, Yekaterina Golubeva"
4408,4408,tt0110186,Jason's Lyric,Doug McHenry,Jason's Lyric,1994-01-01,119,6,4403,Crime,"Bobby Smith Jr., Clarence Avant, Lisa Nicole Carson, Allen Payne"
4409,4409,tt0110197,Jimmy Hollywood,Barry Levinson,Jimmy Hollywood,1994-01-01,112,5,3464,Comedy,"Cashetta, Arthel Neville, Kathy Hartsell, Joe Pesci"
4410,4410,tt0110198,The Long and Winding Road,Gordon Chan,Jin xiu qian cheng,1994-01-01,104,6,173,Comedy,Kenneth Tsang
4411,4411,tt0110200,Fist of Legend,Gordon Chan,Jing wu ying xiong,1994-01-01,103,7,24210,Action,"Yasuaki Kurata, Siu-Ho Chin, Jet Li"
4412,4412,tt0110201,Hail the Judge,Jing Wong,Gau ban ji ma goon: Bak min Bau Ching Tin,1994-01-01,106,7,4338,Comedy,Stephen Chow
4413,4413,tt0110202,The Ride,Jan Sverák,JÇðzda,1994-01-01,90,7,1098,Comedy,"F.A. Brabec, Jakub Spalek, Anna Geislerová"
4414,4414,tt0110207,Jonathan degli orsi,Enzo G. Castellari,Jonathan degli orsi,1994-01-01,88,6,408,Action,"Viktor Gajnov, Lorenzo De Luca, Franco Nero"
4415,4415,tt0110212,Judicial Consent,William Bindley,Judicial Consent,1995-01-01,100,5,340,Thriller,"William Boswell, Bonnie Bedelia"
4416,4416,tt0110213,The Jungle Book,Stephen Sommers,The Jungle Book,1994-01-01,111,6,18254,Adventure,"Anirudh Agarwal, Liza Walker, Jason Scott Lee"
4417,4417,tt0110215,Jungleground,Don Allan,Jungleground,1995-01-01,90,5,466,Action,"Don Allan, Roddy Piper"
4418,4418,tt0110222,Kabhi Haan Kabhi Naa,Kundan Shah,Kabhi Haan Kabhi Naa,1994-01-01,158,7,18794,Comedy,"Kundan Shah, Ravi Baswani, Rita Bhaduri, Shah Rukh Khan"
4419,4419,tt0110223,Kabloonak,Claude Massot,Kabloonak,1994-01-01,103,7,121,Adventure,"Claude Massot, Charles Dance"
4420,4420,tt0110227,Play It All,Matti Kassila,Kaikki pelissÇÏ,1994-01-01,96,5,209,Crime,"Tuomas Mattila, Lasse Karkjärvi, Satu Silvo, Esko Salminen"
4421,4421,tt0110231,Once Upon a Time... This Morning,Bhandit Rittakol,Kalla khrung nueng... muea chao nee,1994-01-01,140,7,106,Drama,Bhandit Rittakol
4422,4422,tt0110242,The Serpent's Tale,Kutlug Ataman,Dark Waters,1994-01-01,83,5,211,Fantasy,NONE
4423,4423,tt0110246,Kaspar Hauser,Peter Sehr,Kaspar Hauser,1993-01-01,139,6,492,Drama,"Zdenek Cernín, Jan Grygar, Ladislav Samlot, André Eisermann"
4424,4424,tt0110251,Nobody Loves Me,Doris Dörrie,Keiner liebt mich,1994-01-01,104,7,1216,Comedy,"Peter Böhlke, Ruth Brück, Ute Maria Lerner, Maria Schrader"
4425,4425,tt0110252,Keita! L'hǸritage du griot,Dani Kouyaté,Keita! L'hǸritage du griot,1995-01-01,94,6,168,Drama,NONE
4426,4426,tt0110254,Khuddar,Iqbal Durrani,Khuddar,1994-01-01,167,5,396,Action,"Iqbal Durrani, Raju Shrestha"
4427,4427,tt0110259,Bulletproof Heart,Mark Malone,Killer,1994-01-01,95,5,744,Crime,"Laurie Hawes, Anthony LaPaglia"
4428,4428,tt0110260,Killer Kid,Gilles de Maistre,Killer Kid,1994-01-01,90,7,235,Drama,Tewfik Jallab
4429,4429,tt0110265,Killing Zoe,Roger Avary,Killing Zoe,1993-01-01,96,6,20940,Crime,"Gladys Holland, Roger Avary, Eric Stoltz"
4430,4430,tt0110270,The Killing of a Cat,Raimo O. Niemi,Kissan kuolema,1994-01-01,89,5,332,Drama,"Jyrki Arnikari, Petri Hanttu, Marja Pyykkö"
4431,4431,tt0110274,Komedia malzenska,Roman Zaluski,Komedia malzenska,1994-01-01,95,6,340,Comedy,"Mateusz Piestrak, Jerzy Fidler, Ewa Kasprzyk"
4432,4432,tt0110278,The Corridor,Sharunas Bartas,Koridorius,1995-01-01,85,7,648,Drama,Sharunas Bartas
4433,4433,tt0110279,The Goat Horn,Nikolay Volev,Koziyat rog,1994-01-01,88,7,316,Drama,"Aleksandr Morfov, Krasimir Kostov, Aleksandr Morfov"
4434,4434,tt0110280,Revolutionary,Mehul Kumar,Krantiveer,1994-01-01,147,7,2225,Action,"Mehul Kumar, Maheshwari, Nana Patekar"
4435,4435,tt0110281,The Cow,Karel Kachyna,KrÇ­va,1994-01-01,86,7,273,Drama,"Karel Kachyna, Karel Skorpík, Radek Holub"
4436,4436,tt0110289,"Ryaba, My Chicken",Andrey Konchalovskiy,Kurochka Ryaba,1994-01-01,117,6,442,Comedy,Inna Churikova
4437,4437,tt0110296,Ladybird Ladybird,Ken Loach,Ladybird Ladybird,1994-01-01,101,7,3641,Drama,"Valerie Hunkins, Christine Ellerbeck, Crissy Rock"
4438,4438,tt0110298,Lamarca,Sergio Rezende,Lamarca,1994-01-01,130,6,423,Action,"Paulo Betti, Luiz Maçãs, Anna Cotrim, Paulo Betti"
4439,4439,tt0110299,Lamerica,Gianni Amelio,Lamerica,1994-01-01,116,7,2306,Comedy,"Carmelo Di Mazzarelli, Gianni Amelio, Andrea Porporati, Enrico Lo Verso"
4440,4440,tt0110305,Lassie,Daniel Petrie,Lassie,1994-01-01,94,5,6439,Adventure,"Anthony Harbour, Kelly L. Edwards, Mike Starr, Helen Slater"
4441,4441,tt0110306,The Last Good Time,Bob Balaban,The Last Good Time,1994-01-01,90,6,334,Drama,"Kermit Cole, Lauren Morrell, Armin Mueller-Stahl"
4442,4442,tt0110308,The Last Seduction,John Dahl,The Last Seduction,1994-01-01,110,7,24266,Crime,"Linda Fiorentino, Michelle Davison, Linda Fiorentino"
4443,4443,tt0110311,The Last Tattoo,John Reid,The Last Tattoo,1994-01-01,112,5,239,Drama,"Kathy Dudding, John Reid, Desmond Kelly"
4444,4444,tt0110320,Lefteris,Periklis Hoursoglou,Lefteris Dimakopoulos,1993-01-01,105,6,153,Drama,Periklis Hoursoglou
4445,4445,tt0110322,Legends of the Fall,Edward Zwick,Legends of the Fall,1994-01-01,133,7,171818,Drama,"Aidan Quinn, Edward Zwick, Lilly Kilvert, Brad Pitt"
4446,4446,tt0110323,Leila Sakhina,Atef El-Tayeb,Leila Sakhina,1995-01-01,120,6,181,Drama,"Atef El-Tayeb, Lebleba, Nour El-Sherif"
4447,4447,tt0110330,Les Milles,Sébastien Grall,Les Milles,1995-01-01,103,6,302,Comedy,"Sébastien Grall, Marcin Rywin, Jean-Pierre Marielle"
4448,4448,tt0110340,The Lovers,Hark Tsui,Liang Zhu,1994-01-01,107,7,933,Drama,"Mark Lui, Ping-Ying Hou, Nicky Wu"
4449,4449,tt0110348,Zivot a neobycejna dobrodruzstvi vojaka Ivana Conkina,Jirí Menzel,Zivot a neobycejna dobrodruzstvi vojaka Ivana Conkina,1994-01-01,106,7,575,Comedy,"Milan Býcek, Igor Fokin, Oleg Demidov, Gennadiy Nazarov"
4450,4450,tt0110353,Lightning Jack,Simon Wincer,Lightning Jack,1994-01-01,98,5,7028,Comedy,"Kevin O'Morrison, Paul Hogan"
4451,4451,tt0110355,Limita,Denis Evstigneev,Limita,1995-01-01,89,6,160,Drama,"Denis Evstigneev, Vladimir Mashkov"
4452,4452,tt0110356,Linda Sara,Jacobo Morales,Linda Sara,1994-01-01,107,7,104,Comedy,"Ivette Rodríguez, Horacio Olivo, Antonio Martorell, Daniel Lugo"
4453,4453,tt0110361,Lisbon Story,Wim Wenders,Lisbon Story,1994-01-01,100,7,5109,Drama,"Rüdiger Vogler, Teresa Salgueiro, Rüdiger Vogler"
4454,4454,tt0110363,Little Big League,Andrew Scheinman,Little Big League,1994-01-01,119,6,11097,Comedy,"Sandy Alomar Jr., O'Neal Compton, Eric Anthony, Luke Edwards"
4455,4455,tt0110364,Little Giants,Duwayne Dunham,Little Giants,1994-01-01,107,6,29534,Comedy,"Michael Goldberg, Rickey D'Shon Collins, Steve Emtman, Rick Moranis"
4456,4456,tt0110365,Little Odessa,James Gray,Little Odessa,1994-01-01,98,6,8502,Crime,Tim Roth
4457,4457,tt0110366,The Little Rascals,Penelope Spheeris,The Little Rascals,1994-01-01,82,6,52215,Comedy,"Amy L. Klein, Reba McEntire, Juliette Brewer, Travis Tedford"
4458,4458,tt0110367,Little Women,Gillian Armstrong,Little Women,1994-01-01,115,7,60660,Drama,"Corrie Clark, Winona Ryder, Bridget McGuire, Susan Sarandon"
4459,4459,tt0110386,Lost in Africa,Stewart Raffill,Lost in Africa,1994-01-01,100,5,248,Action,Timothy Ackroyd
4460,4460,tt0110390,King of the Airways,Michel Poulette,"Louis 19, le roi des ondes",1994-01-01,95,6,569,Comedy,"Andrée Boucher, Jacques Dorfmann, Marie-Josée Caya, Martin Drainville"
4461,4461,tt0110391,Love Affair,Glenn Gordon Caron,Love Affair,1994-01-01,108,6,4901,Comedy,"Janet Galeria, Terry Murphy, Warren Beatty"
4462,4462,tt0110395,Love and a .45,C.M. Talkington,Love and a .45,1994-01-01,101,6,4706,Crime,"C.M. Talkington, Gil Bellows, Andy Blackwood"
4463,4463,tt0110399,A Low Down Dirty Shame,Keenen Ivory Wayans,A Low Down Dirty Shame,1994-01-01,108,5,7516,Action,"Devin DeVasquez, Andrea Evans, Robert Schimmel, Keenen Ivory Wayans"
4464,4464,tt0110400,The Low Life,George Hickenlooper,The Low Life,1995-01-01,96,5,602,Drama,"Jude Moran, Tim Gallaher, Rory Cochrane"
4465,4465,tt0110405,Paperback Romance,Ben Lewin,Lucky Break,1994-01-01,94,6,401,Comedy,"Marcus Lovett, Gia Carides"
4466,4466,tt0110409,Law meng goh law fong,Ying Git Wong,Law meng goh law fong,1994-01-01,87,8,121,Romance,NONE
4467,4467,tt0110413,LǸon: The Professional,Luc Besson,LǸon,1994-01-01,110,8,1180011,Action,"Danny Aiello, Natalie Portman, Peter Appel, Jean Reno"
4468,4468,tt0110418,Circus Kids,Wu Ma,Ma hei siu chi,1994-01-01,94,5,149,Action,Biao Yuen
4469,4469,tt0110425,La machine,François Dupeyron,La machine,1994-01-01,96,5,713,Horror,"Christian Ruché, Gérard Depardieu"
4470,4470,tt0110428,The Madness of King George,Nicholas Hytner,The Madness of King George,1994-01-01,110,7,17335,Biography,"Amanda Donohoe, Anthony Calf, Nicholas Hytner, Nigel Hawthorne"
4471,4471,tt0110438,Main Khiladi Tu Anari,Sameer Malkan,Main Khiladi Tu Anari,1994-01-01,175,6,6306,Action,Akshay Kumar
4472,4472,tt0110442,Major League II,David S. Ward,Major League II,1994-01-01,105,5,27177,Comedy,"Steve Lyons, Corbin Bernsen, Paul Barrere, Charlie Sheen"
4473,4473,tt0110443,Major Payne,Nick Castle,Major Payne,1995-01-01,95,6,36938,Adventure,"Damon Wayans, Bam Bam Bigelow, Albert Hall, Damon Wayans"
4474,4474,tt0110445,Making Waves,George Saunders,Making Waves,1994-01-01,105,7,152,Comedy,NONE
4475,4475,tt0110449,Mammo,Shyam Benegal,Mammo,1994-01-01,130,7,492,Drama,"Farida Jalal, Farida Jalal"
4476,4476,tt0110455,A Man of No Importance,Suri Krishnamma,A Man of No Importance,1994-01-01,99,6,1148,Comedy,"Suri Krishnamma, Ray Price, Albert Finney"
4477,4477,tt0110458,Maniaci sentimentali,Simona Izzo,Maniaci sentimentali,1994-01-01,95,5,116,Comedy,"Simona Izzo, Ricky Tognazzi"
4478,4478,tt0110463,Dr. Wai in the Scripture with No Words,Siu-Tung Ching,Mo him wong,1996-01-01,91,5,1974,Action,Jet Li
4479,4479,tt0110468,Marie,Marian Handwerker,Marie,1993-01-01,85,6,116,Drama,Marie Gillain
4480,4480,tt0110469,Marie-Louise ou la permission,Manuel Flèche,Marie-Louise ou la permission,1995-01-01,85,6,121,Comedy,"Manuel Flèche, Kate Beckinsale"
4481,4481,tt0110472,Mario und der Zauberer,Klaus Maria Brandauer,Mario und der Zauberer,1994-01-01,127,5,172,Drama,"Monica Anna Cammerlander, Julian Sands"
4482,4482,tt0110475,The Mask,Chuck Russell,The Mask,1994-01-01,101,6,395738,Action,"Jim Carrey, Joely Fisher, Amy Yasbeck, Jim Carrey"
4483,4483,tt0110478,Maverick,Richard Donner,Maverick,1994-01-01,127,7,114557,Action,"Amy Grant, Clint Black, Vince Gill, Mel Gibson"
4484,4484,tt0110490,Men of War,Perry Lang,Men of War,1994-01-01,102,5,4358,Action,"Catherine Bell, Charlotte Lewis, Tony Denison, Dolph Lundgren"
4485,4485,tt0110496,Mesmer,Roger Spottiswoode,Mesmer,1994-01-01,107,5,1082,Biography,"Trude Fukar, Donal Donnelly"
4486,4486,tt0110500,Metal Skin,Geoffrey Wright,Metal Skin,1994-01-01,115,6,525,Action,"William K. Halliwell, Nadine Garner, Oliver Streeton, Aden Young"
4487,4487,tt0110513,Daughter of Darkness 2,Kai-Ming Lai,Mit moon cham on 2: Che chung,1994-01-01,97,5,424,Comedy,NONE
