,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
4488,4488,tt0110516,Milk Money,Richard Benjamin,Milk Money,1994-01-01,110,5,12535,Comedy,"Nadja Stokes, Nanci Griffith, Brian Christopher, Melanie Griffith"
4489,4489,tt0110518,A Million to Juan,Paul Rodriguez,A Million to Juan,1994-01-01,97,5,881,Comedy,"Steven Jae Johnson, Guerin Barry, Paul Rodriguez"
4490,4490,tt0110520,"Carl, My Childhood Symphony",Erik Clausen,Min fynske barndom,1994-01-01,125,6,181,Biography,"Thomas Kim Hoder, Signe Birkbøll, Morten Gundel"
4491,4491,tt0110521,Mina Tannenbaum,Martine Dugowson,Mina Tannenbaum,1994-01-01,128,7,1042,Drama,"Martine Dugowson, Kati Tastet, Enrico Macias, Romane Bohringer"
4492,4492,tt0110524,Getting Any?,Takeshi Kitano,Minnǽ-yatteruka!,1994-01-01,108,6,3036,Comedy,"Duncan, Suidôbashi Hakase, Duncan"
4493,4493,tt0110527,Miracle on 34th Street,Les Mayfield,Miracle on 34th Street,1994-01-01,114,6,40171,Drama,"Michele Marsh, Dylan McDermott, Alvin Greenman, Richard Attenborough"
4494,4494,tt0110536,I mitici - Colpo gobbo a Milano,Carlo Vanzina,I mitici - Colpo gobbo a Milano,1994-01-01,100,5,547,Comedy,Claudio Amendola
4495,4495,tt0110538,Mixed Nuts,Nora Ephron,Mixed Nuts,1994-01-01,97,5,12563,Comedy,Steve Martin
4496,4496,tt0110545,The Emigrant,Youssef Chahine,Al-mohager,1994-01-01,129,6,1057,Drama,"Ramses Marzouk, Khaled Nabawy, Youssra"
4497,4497,tt0110546,Mohra,Rajiv Rai,Mohra,1994-01-01,177,7,8375,Action,"Gopal Poojari, Akshay Kumar"
4498,4498,tt0110554,Mon amie Max,Michel Brault,Mon amie Max,1994-01-01,106,7,210,Drama,"Sylvain Brault, Michel Brault, Geneviève Bujold"
4499,4499,tt0110557,Monkey Trouble,Franco Amurri,Monkey Trouble,1994-01-01,96,5,6984,Adventure,"Heide Amurri, Molly David, Thora Birch"
4500,4500,tt0110561,Montparnasse-PondichǸry,Yves Robert,Montparnasse-PondichǸry,1994-01-01,99,5,117,Romance,"Nicolas Giraudi, Miou-Miou"
4501,4501,tt0110564,Morana,Ales Verbic,Morana,1994-01-01,104,5,122,Horror,"Stanko Kostanjevec, Zoran More, Tanja Dimitrievska"
4502,4502,tt0110568,MorirÇ­s en Chafarinas,Pedro Olea,MorirÇ­s en Chafarinas,1995-01-01,86,5,220,Thriller,Jorge Sanz
4503,4503,tt0110570,The Monster,Roberto Benigni,Il mostro,1994-01-01,112,7,10682,Comedy,"Vittorio Amandola, Massimo Bavastro, Roberto Benigni"
4504,4504,tt0110576,A Day Without Policeman,Gwing-Gai Lee,Mou jing shi fen,1993-01-01,98,5,121,Crime,Simon Yam
4505,4505,tt0110577,Don't Give a Damn,Sammo Kam-Bo Hung,Mou mian bei,1995-01-01,90,6,186,Action,Sammo Kam-Bo Hung
4506,4506,tt0110581,Mouvements du dǸsir,Léa Pool,Mouvements du dǸsir,1994-01-01,93,6,159,Drama,"Sylvie Legault, Noémie Yelle, Valérie Kaprisky, Valérie Kaprisky"
4507,4507,tt0110588,Mrs. Parker and the Vicious Circle,Alan Rudolph,Mrs. Parker and the Vicious Circle,1994-01-01,125,6,4671,Biography,Jennifer Jason Leigh
4508,4508,tt0110598,Muriel's Wedding,P.J. Hogan,Muriel's Wedding,1994-01-01,106,7,40143,Comedy,"Basil Clarke, John Gaden, Darrin Klimek, Toni Collette"
4509,4509,tt0110604,Mute Witness,Anthony Waller,Mute Witness,1995-01-01,95,6,5953,Crime,"Larisa Khusnullina, Alexander Atanesyan, Marina Zudina"
4510,4510,tt0110612,My Father the Hero,Steve Miner,My Father the Hero,1994-01-01,90,5,11413,Comedy,"Ann Hearn, Gérard Depardieu"
4511,4511,tt0110613,My Girl 2,Howard Zieff,My Girl 2,1994-01-01,99,5,20286,Comedy,"Austin O'Brien, Anna Chlumsky, Dan Aykroyd"
4512,4512,tt0110620,Nadja,Michael Almereyda,Nadja,1994-01-01,93,6,3309,Drama,"Galaxy Craze, John Sahag, Elina Löwensohn"
4513,4513,tt0110622,Naked Gun 33 1/3: The Final Insult,Peter Segal,Naked Gun 33 1/3: The Final Insult,1994-01-01,83,6,107047,Comedy,"Priscilla Presley, O.J. Simpson, Vanna White, Leslie Nielsen"
4514,4514,tt0110623,Naked in New York,Daniel Algrant,Naked in New York,1993-01-01,95,5,1706,Comedy,"Daniel Algrant, Alexander Westerman, Eric Stoltz"
4515,4515,tt0110630,The Friends,Shinji Sômai,Natsu no niwa: The Friends,1994-01-01,113,7,152,Comedy,"Yôzô Tanaka, Rentarô Mikuni"
4516,4516,tt0110631,Nightwatch,Ole Bornedal,Nattevagten,1994-01-01,107,7,16580,Thriller,"Leif Adolfsson, Jesper Hyldegaard, Mika Heilmann, Nikolaj Coster-Waldau"
4517,4517,tt0110632,Natural Born Killers,Oliver Stone,Natural Born Killers,1994-01-01,119,7,240605,Action,"Maria Pitillo, Juliette Lewis, Oliver Stone, Woody Harrelson"
4518,4518,tt0110634,Natural Causes,James Becket,Natural Causes,1994-01-01,90,5,172,Action,"Eric Rosser, Janis Paige"
4519,4519,tt0110638,Nell,Michael Apted,Nell,1994-01-01,112,6,29886,Drama,"Marlon Jackson, Martha L. Mericka, Jodie Foster"
4520,4520,tt0110644,Nestore l'ultima corsa,Alberto Sordi,Nestore l'ultima corsa,1994-01-01,105,5,191,Drama,"Matteo Ripaldi, Alberto Sordi"
4521,4521,tt0110646,Neuf mois,Patrick Braoudé,Neuf mois,1994-01-01,110,5,615,Comedy,"Catherine Jacob, Philippine Leroy-Beaulieu"
4522,4522,tt0110649,The New Age,Michael Tolkin,The New Age,1994-01-01,112,5,1216,Comedy,"Bob Flanagan, Rachel Rosenthal, Peter Weller"
4523,4523,tt0110659,In the Middle of Nowhere,Milos 'Misa' Radivojevic,Ni na nebu ni na zemlji,1994-01-01,100,7,1130,Drama,"Slobodan Simojlovic, Sandra Rodic-Jankovic, Svetozar Cvetkovic"
4524,4524,tt0110665,The Night and the Moment,Anna Maria Tatò,The Night and the Moment,1994-01-01,90,5,323,Drama,Lena Olin
4525,4525,tt0110667,Night of the Demons 2,Brian Trenchard-Smith,Night of the Demons 2,1994-01-01,96,5,5991,Comedy,"Cristi Harris, Zoe Trilling, Amelia Kinkade, Cristi Harris"
4526,4526,tt0110668,Night of the Running Man,Mark L. Lester,Night of the Running Man,1995-01-01,93,5,1842,Action,"Heidi Thomas, Bryce Thomason, Andrew McCarthy"
4527,4527,tt0110671,Nina Takes a Lover,Alan Jacobs,Nina Takes a Lover,1994-01-01,98,5,696,Comedy,Laura San Giacomo
4528,4528,tt0110678,No Escape,Martin Campbell,No Escape,1994-01-01,118,6,21241,Action,"David Argue, Don Henderson, Cameron Watt, Ray Liotta"
4529,4529,tt0110684,Nobody's Fool,Robert Benton,Nobody's Fool,1994-01-01,110,7,21499,Comedy,"Paul Newman, Bob Heitman, Alexander Goodwin, Paul Newman"
4530,4530,tt0110689,Nostradamus,Roger Christian,Nostradamus,1994-01-01,119,5,3014,Biography,"Roger Christian, Tchéky Karyo"
4531,4531,tt0110709,Octobre,Pierre Falardeau,Octobre,1994-01-01,97,7,826,Drama,Hugo Dubé
4532,4532,tt0110712,Of Love and Shadows,Betty Kaplan,Of Love and Shadows,1994-01-01,105,5,2272,Drama,"Isabel Allende, Hugo Lescano, María Fiorentino, Antonio Banderas"
4533,4533,tt0110722,Oleanna,David Mamet,Oleanna,1994-01-01,89,6,3449,Drama,"Frank Gero, William H. Macy"
4534,4534,tt0110724,Omaha,Dan Mirvish,Omaha (The Movie),1995-01-01,85,5,153,Comedy,J.B. Jones
4535,4535,tt0110729,Once Were Warriors,Lee Tamahori,Once Were Warriors,1994-01-01,102,7,35238,Crime,"Tom Burstall, George Henare, Toby Curtis"
4536,4536,tt0110737,Only You,Norman Jewison,Only You,1994-01-01,109,6,23832,Comedy,"Eros Ramazzotti, Harry Barandes, Bob Tracey, Marisa Tomei"
4537,4537,tt0110744,The Teddy Bear,Jacques Deray,L'ours en peluche,1994-01-01,105,5,306,Drama,Alain Delon
4538,4538,tt0110749,Forget Me,Noémie Lvovsky,Oublie-moi,1994-01-01,95,6,198,Drama,"Marc Cholodenko, Valeria Bruni Tedeschi"
4539,4539,tt0110761,The Pack,Marco Risi,Il branco,1994-01-01,93,6,190,Crime,"Giampiero Lisarelli, Giampiero Lisarelli"
4540,4540,tt0110765,Paint Cans,Paul Donovan,Paint Cans,1994-01-01,100,5,155,Comedy,"Ann-Marie MacDonald, Lex Gigeroff"
4541,4541,tt0110769,"Red Firecracker, Green Firecracker",Ping He,Pao Da Shuang Deng,1994-01-01,111,6,499,Drama,"Jing Ning, Gang Wu, Ping He, Jing Ning"
4542,4542,tt0110770,The Paperboy,Douglas Jackson,The Paper Boy,1994-01-01,97,5,1407,Horror,"Marc Marut, Alexandra Paul"
4543,4543,tt0110771,The Paper,Ron Howard,The Paper,1994-01-01,112,6,14555,Comedy,"Erika Johnson, Aloysius R. Burke, Brenda Blackmon, Michael Keaton"
4544,4544,tt0110776,Yvonne's Perfume,Patrice Leconte,Le parfum d'Yvonne,1994-01-01,89,6,1113,Drama,"Patrick Modiano, Laurence Lerel, Jean-Pierre Marielle"
4545,4545,tt0110780,The Chess Game,Yves Hanchar,La partie d'Ǹchecs,1994-01-01,110,6,244,Comedy,"Yves Hanchar, Henri Billen"
4546,4546,tt0110784,Something Fishy,Tonie Marshall,Pas trÇùs catholique,1994-01-01,100,6,218,Comedy,"Tonie Marshall, Anémone"
4547,4547,tt0110785,La pasiÇün turca,Vicente Aranda,La pasiÇün turca,1994-01-01,112,5,1099,Drama,"Georges Corraface, Ana Belén, Ana Belén"
4548,4548,tt0110796,The Patriots,Eric Rochant,Les patriotes,1994-01-01,138,7,1350,Thriller,"Rami Danon, Yossi Banai, Yvan Attal"
4549,4549,tt0110803,Payback,Anthony Hickox,Payback,1995-01-01,93,5,831,Thriller,"Katherine Barrese, Denise Bessette, C. Thomas Howell"
4550,4550,tt0110807,Pepe si Fifi,Dan Pita,Pepe si Fifi,1994-01-01,105,7,101,Drama,"Damian Crismaru, Cristian Iacob"
4551,4551,tt0110808,Perdiamoci di vista,Carlo Verdone,Perdiamoci di vista,1994-01-01,115,6,1048,Comedy,Carlo Verdone
4552,4552,tt0110816,Personne ne m'aime,Marion Vernoux,Personne ne m'aime,1994-01-01,98,6,112,Comedy,"Jean Ferrat, Marion Vernoux, Bernadette Lafont"
4553,4553,tt0110819,Coming to Terms with the Dead,Pascale Ferran,Petits arrangements avec les morts,1994-01-01,104,6,217,Drama,"Pascale Ferran, Jacques Ferran, Didier Sandre"
4554,4554,tt0110823,Phantasm III: Lord of the Dead,Don Coscarelli,Phantasm III: Lord of the Dead,1994-01-01,91,6,10047,Action,"Jennifer Bross, Angus Scrimm, Reggie Bannister"
4555,4555,tt0110826,The Phoenix and the Magic Carpet,Zoran Perisic,The Phoenix and the Magic Carpet,1995-01-01,94,5,140,Adventure,"Zoran Perisic, Peter Ustinov"
4556,4556,tt0110834,Pigalle,Karim Dridi,Pigalle,1994-01-01,93,5,182,Crime,Karim Dridi
4557,4557,tt0110836,A Pin for the Butterfly,Susan Kodicek,A Pin for the Butterfly,1994-01-01,113,6,126,Drama,"Susan Kodicek, Dagmar Rosiková, Nadezda Kreclová, Florence Hoath"
4558,4558,tt0110846,Play Time,Dale Trevillion,Play Time,1995-01-01,90,5,583,Action,"Wendy Hamilton, Jennifer Burton"
4559,4559,tt0110849,Playmaker,Yuri Zeltser,Playmaker,1994-01-01,91,5,445,Drama,"Chuck Madalone, Clare Kirkconnell, Colin Firth"
4560,4560,tt0110852,Love on Delivery,Lik-Chi Lee,Poh wai ji wong,1994-01-01,100,6,3453,Action,"Joe Cheng, Stephen Chow"
4561,4561,tt0110858,Police Rescue,Michael Carson,Police Rescue,1994-01-01,94,5,197,Action,"Jaclyn Hewett, Gary Sweet"
4562,4562,tt0110864,Poliziotti,Giulio Base,Poliziotti,1995-01-01,89,5,162,Crime,Claudio Amendola
4563,4563,tt0110867,Pontiac Moon,Peter Medak,Pontiac Moon,1994-01-01,108,5,792,Drama,"Dewey Kellogg, Ted Danson"
4564,4564,tt0110870,The Pornographer,Patrick Sheane Duncan,The Pornographer,1994-01-01,93,6,104,Drama,Nicholas Cascone
4565,4565,tt0110871,What's It All About,Ventura Pons,El perquÇù de tot plegat,1995-01-01,92,6,239,Comedy,"Ventura Pons, Jordi Bosch, Lluís Homar"
4566,4566,tt0110876,Postcards from America,Steve McLean,Post Cards from America,1994-01-01,92,5,251,Drama,James Lyons
4567,4567,tt0110880,Dust of Life,Rachid Bouchareb,PoussiÇùres de vie,1995-01-01,87,6,143,Drama,Bernard Gesbert
4568,4568,tt0110882,Before the Rain,Milcho Manchevski,Pred dozhdot,1994-01-01,113,7,15290,Drama,"Ljupco Bresliski, Renée Glynne, Vanja Aljinovic, Katrin Cartlidge"
4569,4569,tt0110883,Predskazaniye,Eldar Ryazanov,Predskazaniye,1993-01-01,119,6,277,Mystery,"Alexandre Mnouchkine, Aleksei Aksyonov, Alyona Buzylyova, Oleg Basilashvili"
4570,4570,tt0110887,Prestazione straordinaria,Sergio Rubini,Prestazione straordinaria,1994-01-01,105,5,120,Drama,Sergio Rubini
4571,4571,tt0110889,Priest,Antonia Bird,Priest,1994-01-01,105,7,10685,Drama,"Euan Blair, Antonia Bird, Andy Roberts, Linus Roache"
4572,4572,tt0110890,Priez pour nous,Jean-Pierre Vergne,Priez pour nous,1994-01-01,90,5,109,Comedy,NONE
4573,4573,tt0110891,Royal Deceit,Gabriel Axel,Prince of Jutland,1994-01-01,107,5,2343,Adventure,"Sven Wichmann, Cecilie Brask, Gabriel Byrne"
4574,4574,tt0110892,Princess Caraboo,Michael Austin,Princess Caraboo,1994-01-01,97,6,2826,Comedy,"Nick Musker, Dave Goodey, Phoebe Cates"
4575,4575,tt0110893,The Watermill Princess,Zdenek Troska,Princezna ze mlejna,1994-01-01,99,5,586,Comedy,"Zdenek Jánský, Josef Stárek, Yvetta Blanarovicová, Radek Valenta"
4576,4576,tt0110894,The Beginning and the End,Arturo Ripstein,Principio y fin,1993-01-01,188,7,434,Drama,"Luis Felipe Tovar, Graciela Bernardos, Ernesto Laguardia"
4577,4577,tt0110900,Low Profile,Claude Zidi,Profil bas,1993-01-01,106,5,284,Action,"Edgar Givry, Didier Bezace, Patrick Bruel"
4578,4578,tt0110907,Ready to Wear,Robert Altman,PrǦt-Çÿ-Porter,1994-01-01,133,5,15477,Comedy,"Sally Kellerman, Jean-Pierre Cassel, William Abello, Sophia Loren"
4579,4579,tt0110908,Psy 2: Ostatnia krew,Wladyslaw Pasikowski,Psy 2: Ostatnia krew,1994-01-01,100,6,2601,Action,"Tomasz Jarosz, Magdalena Dandourian, Zbigniew Szczapinski, Boguslaw Linda"
4580,4580,tt0110912,Pulp Fiction,Quentin Tarantino,Pulp Fiction,1994-01-01,154,8,2091862,Crime,"Harvey Keitel, Quentin Tarantino, Samuel L. Jackson, John Travolta"
4581,4581,tt0110917,A Pure Formality,Giuseppe Tornatore,Una pura formalitÇÿ,1994-01-01,108,7,12074,Crime,"Mario Cecchi Gori, Blasco Giurato, Gérard Depardieu"
4582,4582,tt0110918,Pushed to the Limit,Michael Mileham,Pushed to the Limit,1992-01-01,96,5,109,Action,"Tino Orsini, Tony Anthony, Darryl Cotton, Mimi Lesseos"
4583,4583,tt0110922,Good Old Daze,Cédric Klapisch,Le pǸril jeune,1994-01-01,101,7,3060,Comedy,"Hélène Médigue, Farid Lahouassa, Aïssa Djabri, Romain Duris"
4584,4584,tt0110923,Wonder Seven,Siu-Tung Ching,7 jin gong,1994-01-01,90,5,307,Action,"Andy Chi-On Hui, Michelle Yeoh"
4585,4585,tt0110926,Dragon and the Green Hornet,Ching-Ying Lam,Qing feng xia,1994-01-01,88,5,103,Action,"Esther Kwan, Kar Lok Chin"
4586,4586,tt0110931,Quand j'avais 5 ans je m'ai tuǸ,Jean-Claude Sussfeld,Quand j'avais 5 ans je m'ai tuǸ,1994-01-01,100,6,141,Drama,Hippolyte Girardot
4587,4587,tt0110932,Quiz Show,Robert Redford,Quiz Show,1994-01-01,133,7,71148,Biography,"Paul Scofield, Christopher McDonald, Merwin Goldsmith, Ralph Fiennes"
4588,4588,tt0110936,Radio Inside,Jeffrey Bell,Radio Inside,1994-01-01,91,6,581,Drama,Brett Murray
4589,4589,tt0110939,Radioland Murders,Mel Smith,Radioland Murders,1994-01-01,108,6,3784,Comedy,"Aloysio de Oliveira, Brian Benben, Tracy Byrd"
4590,4590,tt0110942,Raja Babu,David Dhawan,Raja Babu,1994-01-01,161,6,3011,Action,Govinda
4591,4591,tt0110944,Rapa Nui,Kevin Reynolds,Rapa Nui,1994-01-01,107,6,5083,Action,"Eru Potaka Dewes, Anzac Wallace, Jason Scott Lee"
4592,4592,tt0110950,Reality Bites,Ben Stiller,Reality Bites,1994-01-01,99,6,51402,Comedy,"Igor Cavalera, Pat Crawford Brown, Bill Bolender, Winona Ryder"
4593,4593,tt0110955,The Ref,Ted Demme,The Ref,1994-01-01,97,6,25564,Comedy,"Glynis Johns, Stephen Hunter, Victor Erdos, Denis Leary"
4594,4594,tt0110958,See How They Fall,Jacques Audiard,Regarde les hommes tomber,1994-01-01,90,6,1254,Crime,Jean-Louis Trintignant
4595,4595,tt0110961,The Queen of the Night,Arturo Ripstein,La reina de la noche,1994-01-01,117,6,220,Drama,"Patricia Reyes Spíndola, Arturo Alegro, Ana Ofelia Murguía, Patricia Reyes Spíndola"
4596,4596,tt0110963,Queen Margot,Patrice Chéreau,La reine Margot,1994-01-01,159,7,18162,Biography,"Cécile Caillaud, Pierre Grunstein, Jean-Hugues Anglade, Isabelle Adjani"
4597,4597,tt0110965,Relative Fear,George Mihalka,Relative Fear,1994-01-01,94,5,351,Drama,"Bruce Dinsmore, Beatrice 'Trixie' Rittenhouse, Darlanne Fluegel"
4598,4598,tt0110969,Mermaid Got Married,Norman Law Man,Yan yue chuen suet,1994-01-01,96,6,175,Comedy,Kent Cheng
4599,4599,tt0110971,Renaissance Man,Penny Marshall,Renaissance Man,1994-01-01,128,6,18401,Comedy,"Stacey Dash, Lillo Brancato, Danny DeVito"
4600,4600,tt0110976,The Return of Tommy Tricker,Michael Rubbo,The Return of Tommy Tricker,1994-01-01,97,5,235,Adventure,Andrew Bauer-Gador
4601,4601,tt0110980,The Returning,Chi Leung 'Jacob' Cheung,Dang cheuk nei wooi loi,1994-01-01,98,6,120,Comedy,Tony Leung Chiu-wai
4602,4602,tt0110986,Rhythm Thief,Matthew Harrison,Rhythm Thief,1994-01-01,88,6,255,Drama,Matthew Harrison
4603,4603,tt0110989,Richie Rich,Donald Petrie,Ri¶½hie Ri¶½h,1994-01-01,95,5,70839,Comedy,"Stephi Lineburg, Claudia Schiffer, Mariangela Pino, Macaulay Culkin"
4604,4604,tt0110997,The River Wild,Curtis Hanson,The River Wild,1994-01-01,111,6,47825,Adventure,"Van Conner, Victor Galloway, F. Paul Benz, Meryl Streep"
4605,4605,tt0110999,The Road Killers,Deran Sarafian,The Road Killers,1994-01-01,89,5,1729,Action,"Kay Cole, Christopher Lambert"
4606,4606,tt0111000,Road to Saddle River,Francis Damberger,Road to Saddle River,1994-01-01,110,7,109,Comedy,"Keith Jones, Paul Jarrett"
4607,4607,tt0111001,The Road to Wellville,Alan Parker,The Road to Wellville,1994-01-01,118,5,12688,Comedy,"Jemila Ericson, Aleksandr Slanksnis, Anthony Hopkins"
4608,4608,tt0111003,The Puppet Masters,Stuart Orme,The Puppet Masters,1994-01-01,109,5,9376,Horror,"Eric Thal, Marianne Curan, Donald Sutherland"
4609,4609,tt0111010,The Roly Poly Man,Bill Young,The Roly Poly Man,1994-01-01,94,6,107,Comedy,"Valerie Bader, Les Foxcroft, Paul Chubb"
4610,4610,tt0111019,Wild Reeds,André Téchiné,Les roseaux sauvages,1994-01-01,110,7,6250,Drama,"Michèle Moretti, Frédéric Gorny, André Téchiné, Élodie Bouchez"
4611,4611,tt0111036,Running Free,Steve Kroschel,Running Free,1994-01-01,91,5,116,Drama,Jim Fowler
4612,4612,tt0111037,Red to Kill,Billy Hin-Shing Tang,Yeuk saat,1994-01-01,91,6,816,Horror,NONE
4613,4613,tt0111040,Russian Symphony,Konstantin Lopushanskiy,Russkaya simfoniya,1994-01-01,108,6,174,Drama,Natalya Akimova
4614,4614,tt0111048,S.F.W.,Jefery Levy,S.F.W.,1994-01-01,96,5,5287,Comedy,"Jill Emery, Kat Bjelland, Lori Barbero, Stephen Dorff"
4615,4615,tt0111054,Safe Passage,Robert Allan Ackerman,Safe Passage,1994-01-01,98,6,1317,Drama,"Steven Robert Ross, Cindy Hom, Ralph Howard, Susan Sarandon"
4616,4616,tt0111055,The Silences of the Palace,Moufida Tlatli,Samt El Qusur,1994-01-01,127,7,1053,Drama,"Moufida Tlatli, Hind Sabri"
4617,4617,tt0111058,Salto al vacÇðo,Daniel Calparsoro,Salto al vacÇðo,1995-01-01,85,6,497,Crime,"Daniel Calparsoro, Najwa Nimri"
4618,4618,tt0111066,Rock N'Roll Cop,Kirk Wong,Sang gong yat ho tung kup faan,1994-01-01,92,6,161,Action,"Ming-Chen Chen, Anthony Chau-Sang Wong"
4619,4619,tt0111068,Sangharsh,Tanuja Chandra,Sangharsh,1999-01-01,127,6,5634,Action,Preity G Zinta
4620,4620,tt0111070,The Santa Clause,John Pasquin,The Santa Clause,1994-01-01,97,6,124431,Comedy,"Tim Allen, David Avalon, Ron Hartmann, Tim Allen"
4621,4621,tt0111072,Sara,Dariush Mehrjui,Sara,1993-01-01,102,6,679,Drama,"Niki Karimi, Dariush Mehrjui, Niki Karimi"
4622,4622,tt0111074,The Stolen Joy,Daoud Abdel Sayed,Sarek al-farah,1994-01-01,120,6,122,Comedy,"Abla Kamel, Lucy"
4623,4623,tt0111076,Sha shou de tong hua,Veronica Chan,Sha shou de tong hua,1994-01-01,93,5,161,Action,"Edward Corbett, Chi-Shan Lai, Andy Lau"
4624,4624,tt0111077,Saturnin,Jirí Vercák,Saturnin,1994-01-01,97,7,422,Comedy,"Jana Synková, Pavel Borovan, Zdenek Jirotka, Oldrich Vízner"
4625,4625,tt0111093,Scorned,Andrew Stevens,Scorned,1993-01-01,100,5,1877,Drama,"Daniel McVicar, Anya Longwell, Shannon Tweed"
4626,4626,tt0111094,The Scout,Michael Ritchie,The Scout,1994-01-01,101,5,6719,Comedy,"Bret Saberhagen, Ken Brett, Keith Hernandez, Albert Brooks"
4627,4627,tt0111099,Season of Change,Robin P. Murray,Season of Change,1994-01-01,91,6,105,Drama,"Jeannine Bisignano, Gloria M. Malgarini"
4628,4628,tt0111102,Second Best,Chris Menges,Second Best,1994-01-01,105,6,1784,Drama,"David Cook, Doris Hare, William Hurt"
4629,4629,tt0111112,The Secret of Roan Inish,John Sayles,The Secret of Roan Inish,1994-01-01,103,7,9467,Drama,"Eileen Colgan, Richard Sheridan"
4630,4630,tt0111122,Sensation,Brian Grant,Sensation,1994-01-01,102,5,708,Drama,"Beth Hart, Eric Roberts"
4631,4631,tt0111124,Senza pelle,Alessandro D'Alatri,Senza pelle,1994-01-01,90,6,312,Drama,"Fabio Camilli, Liliana Eritrei, Lucio Allocca, Anna Galiena"
4632,4632,tt0111127,Serial Mom,John Waters,Serial Mom,1994-01-01,95,6,30966,Comedy,"Joan Rivers, Kathleen Turner, Sam Waterston"
4633,4633,tt0111128,Hammer and Sickle,Sergey Livnev,Serp i molot,1994-01-01,93,6,121,Drama,"Sergey Livnev, Aleksey Serebryakov"
4634,4634,tt0111132,Seven Sundays,Jean-Charles Tacchella,Tous les jours dimanche,1994-01-01,90,5,101,Comedy,Thierry Lhermitte
4635,4635,tt0111140,Sh'Chur,Shmuel Hasfari,Sh'Chur,1994-01-01,100,6,150,Drama,"Shmuel Hasfari, Hanna Azoulay Hasfari, Gila Almagor"
4636,4636,tt0111143,The Shadow,Russell Mulcahy,The Shadow,1994-01-01,108,6,26130,Action,"Jeff Cahill, June Samson, Nathan Jung, Alec Baldwin"
4637,4637,tt0111149,Shallow Grave,Danny Boyle,Shallow Grave,1994-01-01,89,7,63410,Crime,"John Hodge, Danny Boyle, Christopher Eccleston, Kerry Fox"
4638,4638,tt0111161,The Shawshank Redemption,Frank Darabont,The Shawshank Redemption,1994-01-01,142,9,2723406,Drama,"Mark Rolston, Frank Darabont, Stephen King, Tim Robbins"
4639,4639,tt0111170,47 Ronin,Kon Ichikawa,Shijǯshichinin no shikaku,1994-01-01,132,6,527,Action,"Tatsuo Matsumura, Yûko Kotegawa, Jun Hashizume, Ken Takakura"
4640,4640,tt0111171,The Song of the Siren,Eytan Fox,Shirat Ha'Sirena,1994-01-01,83,6,118,Comedy,"Dalit Kahan, Irit Linur, Dalit Kahan"
4641,4641,tt0111173,Shopping,Paul W.S. Anderson,Shopping,1994-01-01,105,5,2923,Action,"Shion Abdillah, Dominick Reyntiens, Sadie Frost"
4642,4642,tt0111174,Showdown,Robert Radler,Showdown,1993-01-01,98,5,1179,Action,"Dwayne Murakami, Billy Blanks"
4643,4643,tt0111175,Shrunken Heads,Richard Elfman,Shrunken Heads,1994-01-01,86,5,1484,Comedy,"Milton Elfman, Zoltan Hargitay, Julius Harris"
