,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,Crew,genre
731,731,tt0093336,The Cat,Dominik Graf,Die Katze,1988-01-01,118,7,918,"Dominik Graf, Iris Disse, Christoph Fromm, Götz George","Crime,Thriller,NONE"
732,732,tt0093338,The Kid Brother,Claude Gagnon,Kenny,1987-01-01,95,6,267,"Claude Gagnon, Kenny Easterday","Biography,Drama,NONE"
733,733,tt0093342,Where Is the Friend's House?,Abbas Kiarostami,Khane-ye doust kodjast?,1987-01-01,83,8,16346,NONE,"Drama,Family,NONE"
734,734,tt0093346,Killing Spree,Tim Ritter,Killing Spree,1987-01-01,88,5,915,Courtney Lercara,"Horror,NONE,NONE"
735,735,tt0093347,The Killing Time,Rick King,The Killing Time,1987-01-01,94,5,1158,"Camelia Lynne, Beau Bridges","Crime,Drama,Romance"
736,736,tt0093348,Final Take: The Golden Age of Movies,Yôji Yamada,Kinema no tenchi,1986-01-01,135,7,174,"Kei Suma, Narimi Arimori, Kiyoshi Atsumi","Comedy,Drama,NONE"
737,737,tt0093349,King Lear,Jean-Luc Godard,King Lear,1987-01-01,90,5,1414,Woody Allen,"Comedy,Drama,Sci-Fi"
738,738,tt0093354,The Kitchen Toto,Harry Hook,The Kitchen Toto,1987-01-01,96,6,258,"Kirsten Hughes, Harry Hook, Bob Peck","Drama,NONE,NONE"
739,739,tt0093378,La Bamba,Luis Valdez,La Bamba,1987-01-01,108,6,34697,"Jeffrey Alan Chandler, Carlos Santana, Esai Morales, Lou Diamond Phillips","Biography,Drama,Music"
740,740,tt0093379,Lady Beware,Karen Arthur,Lady Beware,1987-01-01,108,5,1024,"Audrey Roth, Diane Lane","Thriller,NONE,NONE"
741,741,tt0093383,Beyond the Law,Ville Mäkelä,Lain ulkopuolella,1987-01-01,84,6,201,"Ville Mäkelä, Jouko Klemettilä, Kari Heiskanen, Taneli Mäkelä","Crime,Drama,Thriller"
742,742,tt0093389,The Last Emperor,Bernardo Bertolucci,The Last Emperor,1987-01-01,163,7,106388,"Dennis Dun, Shu Chen, Joan Chen, John Lone","Biography,Drama,History"
743,743,tt0093393,The Last of England,Derek Jarman,The Last of England,1987-01-01,92,6,1373,"Cerith Wyn Evans, Derek Jarman, Tilda Swinton","Drama,Fantasy,NONE"
744,744,tt0093402,Leif,Claes Eriksson,Leif,1987-01-01,108,6,762,"Knut Agnred, Rolf Allan HÃ¥kansson, Claes Eriksson, Anders Eriksson","Comedy,Musical,NONE"
745,745,tt0093403,Lemon Sky,Jan Egleson,Lemon Sky,1988-01-01,106,6,318,"Jan Egleson, Kevin Bacon","Drama,NONE,NONE"
746,746,tt0093407,Less Than Zero,Marek Kanievska,Less Than Zero,1987-01-01,98,6,21006,"Kelly Wolf, Linton Kwesi Johnson, Jeannette Kerner, Andrew McCarthy","Crime,Drama,NONE"
747,747,tt0093409,Lethal Weapon,Richard Donner,Lethal Weapon,1987-01-01,109,7,264615,"Danny Glover, Paul Abascal, Gary Busey, Mel Gibson","Action,Crime,Thriller"
748,748,tt0093412,Law of Desire,Pedro Almodóvar,La ley del deseo,1987-01-01,102,7,13228,"Fred Bongusto, Bibiana Fernández, Miguel Molina, Nacho Martínez","Comedy,Drama,Thriller"
749,749,tt0093415,Light of Day,Paul Schrader,Light of Day,1987-01-01,107,5,2995,"Fran Christina, Joan Jett, Michael J. Fox","Drama,Music,NONE"
750,750,tt0093416,The Lighthorsemen,Simon Wincer,The Lighthorsemen,1987-01-01,131,6,1881,"Jon Blake, Peter Phelps","Drama,War,NONE"
751,751,tt0093418,Like Father Like Son,Rod Daniel,Like Father Like Son,1987-01-01,100,5,6228,Dudley Moore,"Comedy,Fantasy,NONE"
752,752,tt0093421,Vampire's Breakfast,Chung Wang,Ling chen wan can,1987-01-01,89,6,102,Keith Kwan,"Comedy,Horror,Mystery"
753,753,tt0093422,Mr. Vampire Part 3,Ricky Lau,Ling wan sin sang,1987-01-01,88,6,612,Ching-Ying Lam,"Action,Comedy,Horror"
754,754,tt0093424,Lionheart,Franklin J. Schaffner,Lionheart,1987-01-01,104,5,951,"Zsuzsa Szemes, Michael Sundin, Eric Stoltz","Adventure,Drama,NONE"
755,755,tt0093426,An Autumn's Tale,Mabel Cheung,Chau tin dik tung wa,1987-01-01,98,7,2102,"Danny Bak-Keung Chan, John Sham, Mabel Cheung, Chow Yun-Fat","Drama,Romance,NONE"
756,756,tt0093428,The Living Daylights,John Glen,The Living Daylights,1987-01-01,130,6,101436,"Robert Brown, Joe Don Baker, Timothy Dalton","Action,Adventure,Thriller"
757,757,tt0093429,Living on Tokyo Time,Steven Okazaki,Living on Tokyo Time,1987-01-01,83,6,184,"Steven Okazaki, Brenda Aoki","Comedy,Drama,NONE"
758,758,tt0093431,The Lonely Passion of Judith Hearne,Jack Clayton,The Lonely Passion of Judith Hearne,1987-01-01,116,7,1136,"Leonard Maguire, Kate Binchy, Catherine Cusack, Maggie Smith","Drama,Romance,NONE"
759,759,tt0093435,City on Fire,Ringo Lam,Lung foo fung wan,1987-01-01,105,7,6912,"Mang-Ha Cheng, Danny Lee, Roy Cheung, Chow Yun-Fat","Action,Adventure,Crime"
760,760,tt0093437,The Lost Boys,Joel Schumacher,The Lost Boys,1987-01-01,97,7,148964,"Chance Michael Corbitt, Corey Haim, Jason Patric","Comedy,Horror,NONE"
761,761,tt0093443,Love at Stake,John Moffitt,Love at Stake,1987-01-01,86,5,616,Patrick Cassidy,"Comedy,NONE,NONE"
762,762,tt0093447,Luzia,Fábio Barreto,Luzia Homem,1988-01-01,105,5,145,"Ednardo, Claudia Ohana","Drama,Western,NONE"
763,763,tt0093453,The Gold Rimmed Glasses,Giuliano Montaldo,Gli occhiali d'oro,1987-01-01,110,7,628,"Giuliano Montaldo, Philippe Noiret","Drama,NONE,NONE"
764,764,tt0093454,Lunga vita alla signora!,Ermanno Olmi,Lunga vita alla signora!,1987-01-01,115,6,233,Marisa Abbate,"Drama,NONE,NONE"
765,765,tt0093458,El Lute: Run for Your Life,Vicente Aranda,El Lute (camina o revienta),1987-01-01,123,6,637,"Raúl Pazos, Vicente Aranda, Imanol Arias","Biography,Drama,NONE"
766,766,tt0093460,Een maand later,Nouchka van Brakel,Een maand later,1987-01-01,100,6,277,Renée Soutendijk,"Comedy,NONE,NONE"
767,767,tt0093464,"Macu, the Policeman's Woman",Solveig Hoogesteijn,"Macu, la mujer del policÇða",1987-01-01,90,6,116,"Carmen Palma, Daniel Alvarado","Drama,NONE,NONE"
768,768,tt0093466,Made in Argentina,Juan José Jusid,Made in Argentina,1987-01-01,86,7,349,"Marta Bianchi, Patricio Contreras, Luis Brandoni","Comedy,Drama,NONE"
769,769,tt0093467,Made in Heaven,Alan Rudolph,Made in Heaven,1987-01-01,103,6,3494,"Danielle Aubuchon, Alberta Hunter, Lauren Hill, Timothy Hutton","Comedy,Fantasy,Romance"
770,770,tt0093475,Magnat,Filip Bajon,Magnat,1987-01-01,171,6,147,"Filip Bajon, Bogdan Lecznar, Mieczyslaw Calka, Jan Nowicki","Drama,History,NONE"
771,771,tt0093476,Maid to Order,Amy Holden Jones,Maid to Order,1987-01-01,93,5,3533,"Cibby Danyla, Ally Sheedy","Comedy,Fantasy,NONE"
772,772,tt0093477,Making Mr. Right,Susan Seidelman,Making Mr. Right,1987-01-01,98,5,2912,"Ken Ceresne, Bob Cruz, Ann Magnuson, John Malkovich","Comedy,Romance,Sci-Fi"
773,773,tt0093481,Malady of Love,Jacques Deray,Maladie d'amour,1987-01-01,122,5,251,"Jean Darie, Philippe Faure, Nastassja Kinski","Drama,Romance,NONE"
774,774,tt0093483,Malone,Harley Cokeliss,Malone,1987-01-01,92,5,3349,Burt Reynolds,"Action,Drama,Thriller"
775,775,tt0093489,Man on Fire,Élie Chouraqui,Man on Fire,1987-01-01,92,5,2572,"Manfredi Aliquo, Fabio Bussotti, Giovanni Mauriello, Scott Glenn","Action,Drama,Thriller"
776,776,tt0093493,Mannequin,Michael Gottlieb,Mannequin,1987-01-01,90,5,33300,"Carole Davis, Belinda Carlisle, Estelle Getty, Andrew McCarthy","Comedy,Fantasy,Romance"
777,777,tt0093497,"Mariana, Mariana",Alberto Isaac,"Mariana, Mariana",1987-01-01,110,7,339,"Alberto Isaac, Elizabeth Aguilar, Saby Kamalich, Pedro Armendáriz Jr.","Drama,Romance,NONE"
778,778,tt0093502,A Taxing Woman,Jûzô Itami,Marusa no onna,1987-01-01,127,7,2074,"Nobuko Miyamoto, Tomomi Akimoto, Jûzô Itami, Nobuko Miyamoto","Comedy,Crime,NONE"
779,779,tt0093505,Masks,Claude Chabrol,Masques,1987-01-01,100,6,1643,"Matthieu Chabrol, Anne Brochet, Philippe Noiret","Crime,Drama,Mystery"
780,780,tt0093507,Masters of the Universe,Gary Goddard,Masters of the Universe,1987-01-01,106,5,42154,"Meg Foster, Robert Duncan McNeill, Dolph Lundgren","Action,Adventure,Fantasy"
781,781,tt0093509,Matewan,John Sayles,Matewan,1987-01-01,135,7,8371,"Hazel Dickens, Neale Clark, Chris Cooper","Drama,History,NONE"
782,782,tt0093512,Maurice,James Ivory,Maurice,1987-01-01,140,7,21147,"Richard Robbins, Olwen Griffiths, Maria Britneva, James Wilby","Drama,Romance,NONE"
783,783,tt0093522,The Haunted Cop Shop,Jeffrey Lau,Mang gwai chai goon,1987-01-01,88,6,417,"Anders Nelsson, Jacky Cheung","Action,Comedy,Horror"
784,784,tt0093523,Operation Pink Squad II,Jeffrey Lau,Mang gwai dai ha,1989-01-01,93,6,169,Sandra Kwan Yue Ng,"Comedy,Crime,Horror"
785,785,tt0093524,More About the Children of Noisy Village,Lasse Hallström,Mer om oss barn i Bullerbyn,1987-01-01,85,6,1302,"Crispin Dickson Wendenius, Ellen Demérus, Peter Dywik","Family,NONE,NONE"
786,786,tt0093531,Mon cas,Manoel de Oliveira,Mon cas,1986-01-01,92,6,211,"Jacques Parsi, Bulle Ogier","Drama,Fantasy,NONE"
787,787,tt0093532,Mi general,Jaime de Armiñán,Mi general,1987-01-01,106,6,146,"Jaime de Armiñán, Fernando Rey","Comedy,NONE,NONE"
788,788,tt0093539,Million Dollar Mystery,Richard Fleischer,Million Dollar Mystery,1987-01-01,95,5,531,"Pam Matteson, Mack Dryden, Eddie Deezen","Comedy,Mystery,NONE"
789,789,tt0093543,Mio in the Land of Faraway,Vladimir Grammatikov,Mio min Mio,1987-01-01,99,6,5732,"Sverre Anker Ousdal, Gunnar Ernblad, Crispin Dickson Wendenius, Nick Pickard","Adventure,Family,Fantasy"
790,790,tt0093546,The Misfit Brigade,Gordon Hessler,The Misfit Brigade,1987-01-01,100,5,2058,"Vojka Cordic, Vladan Dujovic, Just Betzer, Bruce Davison","Action,Adventure,Drama"
791,791,tt0093556,Sorceress,Suzanne Schiffman,Le moine et la sorciÇùre,1987-01-01,97,6,225,"Olivier Nicolas, Tchéky Karyo","Drama,History,NONE"
792,792,tt0093557,"Mon bel amour, ma dǸchirure",José Pinheiro,"Mon bel amour, ma dǸchirure",1987-01-01,90,6,111,"José Pinheiro, Stéphane Ferrara","Drama,Romance,NONE"
793,793,tt0093561,Montecarlo Gran CasinÇý,Carlo Vanzina,Montecarlo Gran CasinÇý,1987-01-01,97,5,307,Massimo Boldi,"Comedy,NONE,NONE"
794,794,tt0093562,A Month in the Country,Pat O'Connor,A Month in the Country,1987-01-01,96,6,1822,"Pat O'Connor, Lisa Taylor, Colin Firth","Drama,NONE,NONE"
795,795,tt0093565,Moonstruck,Norman Jewison,Moonstruck,1987-01-01,102,7,62528,"Tony Azito, Olympia Dukakis, Cher","Comedy,Drama,Romance"
796,796,tt0093566,Moonzund,Aleksandr Muratov,Moonzund,1988-01-01,142,7,355,"Yuri Goncharov, Yury Belyayev, Vladimir Baranov, Oleg Menshikov","Drama,History,Romance"
797,797,tt0093569,Moors and Christians,Luis García Berlanga,Moros y cristianos,1987-01-01,116,5,454,Luis Escobar,"Comedy,NONE,NONE"
798,798,tt0093571,Farewell Moscow,Mauro Bolognini,Mosca addio,1987-01-01,101,6,103,"Tony Orlandi, Mauro Bolognini, Liv Ullmann","Biography,Drama,NONE"
799,799,tt0093575,Le moustachu,Dominique Chaussois,Le moustachu,1987-01-01,90,5,145,Jean Rochefort,"Comedy,NONE,NONE"
800,800,tt0093578,Mr. India,Shekhar Kapur,Mr. India,1987-01-01,179,7,15957,"Bob Christo, Yunus Parvez, Anil Kapoor","Action,Comedy,Drama"
801,801,tt0093591,Pirates of the Lake,Allan Edwall,MÇÏlarpirater,1987-01-01,102,5,120,"Kristian Almgren, Thomas Lindahl, Björn Gustafson","Adventure,NONE,NONE"
802,802,tt0093593,On the Silver Globe,Andrzej Zulawski,Na srebrnym globie,1988-01-01,166,7,3788,"Roman Frankl, Michal Bukojemski, Iwona Bielska, Andrzej Seweryn","Adventure,Drama,Fantasy"
803,803,tt0093595,Nad Niemnem,Zbigniew Kuzminski,Nad Niemnem,1987-01-01,215,6,290,"Marek Herbik, Ewa Decówna, Renata Husarek, Iwona Katarzyna Pawlak","Drama,History,Romance"
804,804,tt0093596,Nadine,Robert Benton,Nadine,1987-01-01,83,5,4284,Jeff Bridges,"Comedy,Mystery,Romance"
805,805,tt0093599,Diary for My Lovers,Márta Mészáros,NaplÇü szerelmeimnek,1987-01-01,141,6,270,"Zoltán Hegedûs, Erika Szegedi, Ágnes Csere","Biography,Drama,NONE"
806,806,tt0093603,Nayakan,Mani Ratnam,Nayakan,1987-01-01,145,8,20914,Kamal Haasan,"Crime,Drama,NONE"
807,807,tt0093605,Near Dark,Kathryn Bigelow,Near Dark,1987-01-01,94,6,42226,"Kathryn Bigelow, Billy Beck, Neith Hunter, Adrian Pasdar","Horror,NONE,NONE"
808,808,tt0093607,An Uncertain Season,Ladislav Smoljak,NejistÇ­ sezÇüna,1988-01-01,88,7,406,"Jan Jíra, Martina Bezousková, Borivoj Penc, Zdenek Sverák","Comedy,NONE,NONE"
809,809,tt0093617,Nice Girls Don't Explode,Chuck Martinez,Nice Girls Don't Explode,1987-01-01,92,5,490,"Chad Arganbright, Johnnie 'Mac' McHaynes, Barbara Harris","Comedy,Romance,Sci-Fi"
810,810,tt0093621,The Night Stalker,Max Kleven,The Night Stalker,1986-01-01,93,5,274,"Tally Chanel, Don Edmonds, Charles Napier","Crime,Drama,Horror"
811,811,tt0093624,Night of the Demons,Kevin Tenney,Night of the Demons,1988-01-01,90,6,17383,"Linnea Quigley, Allison Barron, Billy Gallo, Cathy Podewell","Comedy,Fantasy,Horror"
812,812,tt0093629,A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,A Nightmare on Elm Street 3: Dream Warriors,1987-01-01,96,6,84766,"Robert Englund, Dick Cavett, Rodney Eastman, Heather Langenkamp","Fantasy,Horror,NONE"
813,813,tt0093630,Nights in White Satin,Michael Barnard,Nights in White Satin,1987-01-01,97,5,130,Ron Altbach,"Drama,Romance,NONE"
814,814,tt0093633,Daughter of the Nile,Hsiao-Hsien Hou,Ni luo he nu er,1987-01-01,93,7,1043,"Tien-Lu Li, Angelika Wang","Crime,Drama,NONE"
815,815,tt0093634,Nionde kompaniet,Colin Nutley,Nionde kompaniet,1987-01-01,109,5,920,"Anders Lindberg, Thomas Hanzon, Tomas Fryk","Comedy,NONE,NONE"
816,816,tt0093638,No Man's Land,Peter Werner,No Man's Land,1987-01-01,107,6,5039,"Danitza Kingsley, Charlie Sheen","Crime,Drama,Thriller"
817,817,tt0093640,No Way Out,Roger Donaldson,No Way Out,1987-01-01,114,7,42266,"Paul Anka, Fred Thompson, Sean Young, Kevin Costner","Action,Crime,Drama"
818,818,tt0093641,The Cruel Embrace,Marion Hänsel,Les noces barbares,1987-01-01,99,6,166,"Yann Queffélec, Marianne Basler, Willem Carpentier","Drama,NONE,NONE"
819,819,tt0093645,Noi uomini duri,Maurizio Ponzi,Noi uomini duri,1987-01-01,90,5,487,Enrico Montesano,"Comedy,NONE,NONE"
820,820,tt0093648,North Shore,William Phelps,North Shore,1987-01-01,96,6,2785,"James Jones, Tim Himes, Ken Bradshaw, Matt Adler","Action,Drama,Romance"
821,821,tt0093650,"Summer Night with Greek Profile, Almond Eyes and Scent of Basil",Lina Wertmüller,"Notte d'estate con profilo greco, occhi a mandorla e odore di basilico",1986-01-01,94,5,352,"Livia De Stefani, Mariangela Melato","Comedy,NONE,NONE"
822,822,tt0093651,Notte italiana,Carlo Mazzacurati,Notte italiana,1987-01-01,92,6,187,"Marco Messeri, Giulia Boschi, Marco Messeri","Comedy,Drama,NONE"
823,823,tt0093654,Nowhere to Hide,Mario Azzopardi,Nowhere to Hide,1987-01-01,90,5,479,"Robin MacEachern, Amy Madigan","Action,Thriller,NONE"
824,824,tt0093655,Noyade interdite,Pierre Granier-Deferre,Noyade interdite,1987-01-01,102,6,266,"Eric Moreau, Philippe Noiret","Crime,NONE,NONE"
825,825,tt0093660,Nuts,Martin Ritt,Nuts,1987-01-01,116,6,7233,"Shirley Jo Finney, Warren Manzi, Barbra Streisand","Drama,Thriller,NONE"
826,826,tt0093664,Dark Eyes,Nikita Mikhalkov,Oci ciornie,1987-01-01,118,7,3367,"Isa Gallinelli, Aleksandr Adabashyan, Marcella De Marchis, Marcello Mastroianni","Comedy,Drama,Romance"
827,827,tt0093665,Odinokaya zhenshchina zhelayet poznakomitsya,Vyacheslav Krishtofovich,Odinokaya zhenshchina zhelayet poznakomitsya,1987-01-01,90,6,232,"Alitsiya Omelchuk, Irina Kupchenko","Comedy,Drama,NONE"
828,828,tt0093667,L'oeil au beurre noir,Serge Meynard,L'oeil au beurre noir,1987-01-01,90,5,221,"Serge Meynard, Julie Jézéquel","Comedy,NONE,NONE"
829,829,tt0093668,Pathfinder,Nils Gaup,Ofelas,1987-01-01,86,7,5357,"Anna Maria Blind, John Sigurd Kristensen, Madeleine Fant, Mikkel Gaup","Action,Adventure,Drama"
830,830,tt0093674,On the Black Hill,Andrew Grieve,On the Black Hill,1988-01-01,117,6,176,"Colin MacCabe, Iona Banks","Drama,NONE,NONE"
831,831,tt0093677,Opera,Dario Argento,Opera,1987-01-01,107,6,18117,"Ian Charleson, György Gyõriványi, Dario Argento, Cristina Marsillach","Crime,Horror,Mystery"
832,832,tt0093683,Orphans,Alan J. Pakula,Orphans,1987-01-01,115,6,905,"Elizabeth Parrish, Kevin Anderson, Clifford Fearl, Albert Finney","Drama,NONE,NONE"
833,833,tt0093686,Tora-san Goes North,Yôji Yamada,Otoko wa tsurai yo: Shiretoko bojÇï,1987-01-01,107,7,124,"Seiji Shinohara, Tetsurô Hoshino, Kiyoshi Atsumi","Comedy,Romance,NONE"
834,834,tt0093690,Outrageous Fortune,Arthur Hiller,Outrageous Fortune,1987-01-01,99,6,8387,"J. Clell Miller, Shelley Long","Comedy,NONE,NONE"
835,835,tt0093692,Over the Top,Menahem Golan,Over the Top,1987-01-01,93,5,56383,"Dean Abston, Bob Beattie, Terry Burns, Sylvester Stallone","Action,Drama,Sport"
836,836,tt0093693,Overboard,Garry Marshall,Overboard,1987-01-01,112,6,62918,"Roddy McDowall, Goldie Hawn, Edward Herrmann","Comedy,Romance,NONE"
837,837,tt0093708,La passerelle,Jean-Claude Sussfeld,La passerelle,1988-01-01,92,5,126,"Jean-Claude Sussfeld, Pierre Arditi","Drama,NONE,NONE"
838,838,tt0093709,Beatrice,Bertrand Tavernier,La passion BǸatrice,1987-01-01,131,6,739,Bernard-Pierre Donnadieu,"Drama,NONE,NONE"
839,839,tt0093712,Freckled Max and the Spooks,Juraj Jakubisko,Pehavǫ Max a strasidlǭ,1987-01-01,96,7,167,"Hana Militká, Jozef Pastéka, Martin Hreben","Comedy,Fantasy,Horror"
840,840,tt0093713,Pelle the Conqueror,Bille August,Pelle erobreren,1987-01-01,157,7,11389,"Troels Asmussen, Bille August, Björn Granath, Pelle Hvenegaard","Drama,NONE,NONE"
841,841,tt0093720,A Tale from the Past,Dhimiter Anagnosti,PǮrralle Nga e Kaluara,1987-01-01,86,8,235,"Dhimiter Anagnosti, Zef Mosi, Xhemil Tagani, Elvira Diamanti","Comedy,NONE,NONE"
842,842,tt0093727,Personal Services,Terry Jones,Personal Services,1987-01-01,105,6,1744,"Cynthia Payne, Paul Imbusch, Julie Walters","Comedy,NONE,NONE"
843,843,tt0093733,The Photograph,Nikos Papatakis,I fotografia,1986-01-01,102,7,383,"Hristodoulos Halaris, Nikos Giannopoulos, Nikos Papatakis, Hristos Tsagas","Drama,NONE,NONE"
844,844,tt0093737,The Pick-up Artist,James Toback,The Pick-up Artist,1987-01-01,81,5,7397,"Marc Joseph, Rod Houts, Molly Ringwald","Comedy,Crime,Drama"
845,845,tt0093743,Pinocchio and the Emperor of the Night,Hal Sutherland,Pinocchio and the Emperor of the Night,1987-01-01,87,6,697,"Alfred De Sio, Edward Asner","Adventure,Animation,Family"
846,846,tt0093744,The New Adventures of Pippi Longstocking,Ken Annakin,The New Adventures of Pippi Longstocking,1988-01-01,104,5,4397,"Dianne Hull, Cory Crow, Tami Erin","Adventure,Family,Fantasy"
847,847,tt0093748,"Planes, Trains & Automobiles",John Hughes,"Planes, Trains & Automobiles",1987-01-01,93,7,149814,"Jimmy Bowen, John Candy, John Hughes, Steve Martin","Comedy,Drama,NONE"
848,848,tt0093752,Pociag do Hollywood,Radoslaw Piwowarski,Pociag do Hollywood,1987-01-01,97,6,186,"Rafal Wegrzyniak, Radoslaw Piwowarski, Katarzyna Figura","Comedy,Romance,NONE"
849,849,tt0093763,Positive I.D.,Andy Anderson,Positive I.D.,1986-01-01,95,5,401,"Andy Anderson, Steven Fromholz","Crime,Drama,Thriller"
850,850,tt0093765,The Possessed,Andrzej Wajda,Les possǸdǸs,1988-01-01,116,6,633,"Jutta Lampe, Beata Niedzielska, Wladimir Yordanoff, Isabelle Huppert","Drama,NONE,NONE"
851,851,tt0093769,Killing Time,Edouard Niermans,PoussiÇùre d'ange,1987-01-01,95,6,316,"Yveline Ailhaud, Daniel Laloux, Fanny Cottençon, Bernard Giraudeau","Action,Crime,Thriller"
852,852,tt0093771,A Prayer for the Dying,Mike Hodges,A Prayer for the Dying,1987-01-01,107,6,5339,"Ian Bartholomew, Stanley Beard, Peggy Aitchison, Mickey Rourke","Action,Crime,Drama"
853,853,tt0093773,Predator,John McTiernan,Predator,1987-01-01,107,7,431624,"Shane Black, Carl Weathers, John McTiernan, Arnold Schwarzenegger","Action,Adventure,Horror"
854,854,tt0093776,Prick Up Your Ears,Stephen Frears,Prick Up Your Ears,1987-01-01,105,7,6324,"John Lahr, Alan Bennett, Dave Atkins, Gary Oldman","Biography,Drama,NONE"
855,855,tt0093777,Prince of Darkness,John Carpenter,Prince of Darkness,1987-01-01,102,6,46474,"Susan Blanchard, Jessie Lawrence Ferguson, Dirk Blocker, Donald Pleasence","Horror,NONE,NONE"
856,856,tt0093779,The Princess Bride,Rob Reiner,The Princess Bride,1987-01-01,98,8,433664,"Guy Fletcher, Cary Elwes, Robin Wright","Adventure,Comedy,Family"
857,857,tt0093780,The Principal,Christopher Cain,The Principal,1987-01-01,109,6,11041,"Jessica Looney, Sean Michael Allen, Bobby Angelle, Jim Belushi","Action,Crime,Drama"
858,858,tt0093784,P.I. Private Investigations,Nigel Dick,P.I. Private Investigations,1987-01-01,91,5,169,"Richard Herkert, Clayton Rohner","Crime,Thriller,NONE"
859,859,tt0093786,Proc?,Karel Smyczek,Proc?,1987-01-01,86,7,322,"Josef Carda, Eva Lecchiová, Pavel Hejlík, Jirí Langmajer","Drama,Sport,NONE"
860,860,tt0093791,Morning Patrol,Nikos Nikolaidis,Proini peripolos,1987-01-01,108,7,992,Nikos Nikolaidis,"Drama,Sci-Fi,NONE"
861,861,tt0093793,Project X,Jonathan Kaplan,Project X,1987-01-01,108,6,12434,"Larry Cooper, Lance August, Johnny Ray McGhee, Matthew Broderick","Comedy,Drama,Sci-Fi"
862,862,tt0093797,Prywatne sledztwo,Wojciech Wójcik,Prywatne sledztwo,1987-01-01,94,6,180,"Ewa Biala, Mieczyslaw Hryniewicz, Piotr Dejmek, Roman Wilhelmi","Action,Crime,Thriller"
863,863,tt0093798,Przyjaciel wesolego diabla,Jerzy Lukaszewicz,Przyjaciel wesolego diabla,1987-01-01,88,6,193,"Jerzy Lukaszewicz, Ireneusz Czesny, Zbigniew Grabski","Adventure,Family,Fantasy"
864,864,tt0093800,Psychos in Love,Gorman Bechard,Psychos in Love,1987-01-01,88,5,1379,"Carmine Capobianco, Carmine Capobianco","Comedy,Horror,NONE"
865,865,tt0093818,Radio Days,Woody Allen,Radio Days,1987-01-01,88,7,34735,"Stanley Burns, Oliver Block, Sydney Blake, Mia Farrow","Comedy,NONE,NONE"
