,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
376,tt0091778,Poltergeist II: The Other Side,Brian Gibson,Poltergeist II: The Other Side,1986-01-01,91,5,28252,Horror,"Chelsea Hertford, Heather O'Rourke, Helen Boll, JoBeth Williams"
378,tt0091786,Power,Sidney Lumet,Power,1986-01-01,111,5,3170,Drama,"Timothy Jecko, Linda DeNiro, Richard Gere"
379,tt0091790,Pretty in Pink,Howard Deutch,Pretty in Pink,1986-01-01,97,6,84284,Comedy,"Andrew McCarthy, Rock Deadrick, Molly Ringwald"
380,tt0091794,Project A-Ko,Katsuhiko Nishijima,Purojekuto A-ko,1986-01-01,86,6,1363,Action,"Kunihiro Abe, Tsukasa Dokite, Katsuhiko Nishijima, Miki Itô"
382,tt0091799,Psycho III,Anthony Perkins,Psycho III,1986-01-01,93,5,15333,Horror,"Anthony Perkins, Hugh Gillin, Juliette Cummins, Anthony Perkins"
384,tt0091814,Quicksilver,Thomas Michael Donnelly,Quicksilver,1986-01-01,105,5,4991,Crime,"Fiona, Robert Cotney, Helen Terry, Kevin Bacon"
385,tt0091817,Rad,Hal Needham,Rad,1986-01-01,91,6,6564,Drama,"Laura Jacoby, Jack Goth, Bart Conner"
386,tt0091823,Tree Without Leaves,Kaneto Shindô,RakuyÇïju,1986-01-01,105,7,1060,Drama,Keiju Kobayashi
387,tt0091828,Raw Deal,John Irvin,Raw Deal,1986-01-01,106,5,35539,Action,"Joe Regalbuto, Victor Argo, Kathryn Harrold, Arnold Schwarzenegger"
388,tt0091829,Rawhead Rex,George Pavlou,Rawhead Rex,1986-01-01,89,5,6171,Fantasy,"Kevin Attew, David Dukes"
389,tt0091830,The Green Ray,Éric Rohmer,Le rayon vert,1986-01-01,99,7,9667,Drama,"Marie Rivière, Marie Rivière"
391,tt0091836,Reform School Girls,Tom DeSimone,Reform School Girls,1986-01-01,94,5,2772,Crime,"Benjamin Allanoff, Denise Gordy, Pat Ast, Linda Carol"
392,tt0091837,Regalo di Natale,Pupi Avati,Regalo di Natale,1986-01-01,101,7,1451,Drama,"Gianni Cavina, Carlo Delle Piane"
394,tt0091859,"Rita, Sue and Bob Too",Alan Clarke,"Rita, Sue and Bob Too",1987-01-01,93,6,4371,Comedy,"Michelle Holmes, Kulvinder Ghir, Siobhan Finneran"
395,tt0091860,River's Edge,Tim Hunter,River's Edge,1986-01-01,99,6,18985,Crime,"Roxana Zal, Tim Hunter, Ione Skye, Crispin Glover"
396,tt0091869,Rosa Luxemburg,Margarethe von Trotta,Rosa Luxemburg,1986-01-01,120,6,1786,Biography,"Barbara Sukowa, Adelheid Arndt, Barbara Sukowa"
398,tt0091875,Running Scared,Peter Hyams,Running Scared,1986-01-01,107,6,13857,Action,"Gregory Hines, John LaMotta, Tracy Reed, Gregory Hines"
400,tt0091886,Salvador,Oliver Stone,Salvador,1986-01-01,122,7,22119,Drama,"Cynthia Gibb, Juan Fernández, James Woods"
405,tt0091911,Scuola di ladri,Neri Parenti,Scuola di ladri,1986-01-01,96,5,1327,Comedy,Paolo Villaggio
406,tt0091920,Seize the Day,Fielder Cook,Seize the Day,1986-01-01,93,5,1422,Drama,"David Bickford, Fielder Cook, Robin Williams"
408,tt0091925,7 chili in 7 giorni,Luca Verdone,7 chili in 7 giorni,1986-01-01,105,5,1373,Comedy,"Fides Stagni, Carlo Verdone"
410,tt0091939,She's Gotta Have It,Spike Lee,She's Gotta Have It,1986-01-01,84,6,15304,Comedy,"Joe Chambers, Tracy Camilla Johns, Spike Lee"
413,tt0091949,Short Circuit,John Badham,Short Circuit,1986-01-01,98,6,63676,Comedy,"G.W. Bailey, Marjorie Card Hughes, Steve Guttenberg, Ally Sheedy"
416,tt0091954,Sid and Nancy,Alex Cox,Sid and Nancy,1986-01-01,112,7,33368,Biography,"Julie St. Claire, Sandy Baron, Andy Bradford, Gary Oldman"
419,tt0091982,The Loner,Jacques Deray,Le solitaire,1987-01-01,100,5,1663,Action,"François Marcantoni, Muriel Belmondo, Alain Belmondo, Jean-Paul Belmondo"
420,tt0091983,Something Wild,Jonathan Demme,Something Wild,1986-01-01,114,6,19568,Comedy,"Big Youth, Ray Liotta, Melanie Griffith, Jeff Daniels"
421,tt0091991,Soul Man,Steve Miner,Soul Man,1986-01-01,104,5,8625,Comedy,"Richard Palmer-James, Robert Burleigh, C. Thomas Howell"
422,tt0091993,SpaceCamp,Harry Winer,SpaceCamp,1986-01-01,107,5,15360,Adventure,"William A. Fraker Jr., David Salven, Larry B. Williams, Kate Capshaw"
425,tt0092005,Stand by Me,Rob Reiner,Stand by Me,1986-01-01,89,8,413514,Adventure,"Corey Feldman, Bruce Kirby, River Phoenix, Wil Wheaton"
426,tt0092007,Star Trek IV: The Voyage Home,Leonard Nimoy,Star Trek IV: The Voyage Home,1986-01-01,119,7,87775,Action,"Walter Koenig, Leonard Nimoy, Vijay Amritraj, William Shatner"
430,tt0092035,Sweet Liberty,Alan Alda,Sweet Liberty,1986-01-01,106,5,2893,Comedy,"Antony Alda, Fred Sanders, Bonnie Deroski, Alan Alda"
432,tt0092042,Tai-Pan,Daryl Duke,Tai-Pan,1986-01-01,127,5,1815,Adventure,"Carol Gillies, Bryan Brown"
434,tt0092067,Castle in the Sky,Hayao Miyazaki,Tenkǯ no shiro Rapyuta,1986-01-01,125,8,170533,Adventure,"Nobuyuki Furuta, Eddie Frierson, Kotoe Hatsui, Mayumi Tanaka"
435,tt0092068,MǸnage,Bertrand Blier,Tenue de soirǸe,1986-01-01,84,6,3386,Comedy,Gérard Depardieu
436,tt0092074,TerrorVision,Ted Nicolaou,TerrorVision,1986-01-01,85,5,7377,Comedy,"Alejandro Rey, Chad Allen, Diane Franklin"
437,tt0092076,The Texas Chainsaw Massacre 2,Tobe Hooper,The Texas Chainsaw Massacre 2,1986-01-01,101,5,34888,Comedy,"Harlan Jordan, Tobe Hooper, Stiv Bators, Dennis Hopper"
438,tt0092079,That's Life!,Blake Edwards,That's Life!,1986-01-01,102,6,1663,Comedy,"Harry Birrell, Biff Elliot, Jack Lemmon"
439,tt0092085,Thrashin',David Winters,Thrashin',1986-01-01,93,6,4739,Action,"Steve Caballero, Victoria Peterson, Tony Alva, Josh Brolin"
440,tt0092086,Three Amigos!,John Landis,Three Amigos!,1986-01-01,104,6,78582,Comedy,"Martin Short, Alfonso Arau, Chevy Chase, Steve Martin"
443,tt0092099,Top Gun,Tony Scott,Top Gun,1986-01-01,109,6,468903,Action,"Tom Cruise, Rick Rossovich, Anthony Edwards, Tom Cruise"
445,tt0092105,Tough Guys,Jeff Kanew,Tough Guys,1986-01-01,104,6,7551,Comedy,"Steven Memel, Monty Ash, Matthew Faison, Burt Lancaster"
446,tt0092106,The Transformers: The Movie,Nelson Shin,The Transformers: The Movie,1986-01-01,84,7,40523,Action,"Arthur Burghardt, Norman Alden, Michael Bell, Orson Welles"
447,tt0092112,Trick or Treat,Charles Martin Smith,Trick or Treat,1986-01-01,98,5,7198,Comedy,"Claudia Templeton, Tony Fields, Marc Price"
448,tt0092116,Troppo forte,Carlo Verdone,Troppo forte,1986-01-01,110,6,1384,Comedy,"Maurizio Fabbri, Carlo Verdone"
449,tt0092117,True Stories,David Byrne,True Stories,1986-01-01,89,7,6959,Comedy,"Beth Henley, Missy Boswell, L.T. Felty"
454,tt0092144,Uuno Turhapuro muuttaa maalle,Ere Kokkonen,Uuno Turhapuro muuttaa maalle,1986-01-01,105,5,1264,Comedy,"Taru Valjakka, Vesa-Matti Loiri"
455,tt0092147,Vamp,Richard Wenk,Vamp,1986-01-01,93,5,6268,Comedy,"Keith Haring, Bradley C. Golden, Lisa Lyon, Chris Makepeace"
462,tt0092173,Violets Are Blue...,Jack Fisk,Violets Are Blue...,1986-01-01,88,5,1127,Drama,Sissy Spacek
468,tt0092206,The Whistle Blower,Simon Langton,The Whistle Blower,1986-01-01,100,6,2463,Thriller,"Julian Battersby, Peter Dolman, Michael Caine"
471,tt0092214,Wildcats,Michael Ritchie,Wildcats,1986-01-01,106,6,14121,Comedy,"Nancy E. Barr, Tom Fears, Goldie Hawn"
477,tt0092225,Wisdom,Emilio Estevez,Wisdom,1986-01-01,109,5,3457,Crime,"Chuck Henry, Tim Sapunor, Jim Lane, Emilio Estevez"
478,tt0092226,Wise Guys,Brian De Palma,Wise Guys,1986-01-01,100,5,6029,Comedy,"Joe Piscopo, Lou Albano, Danny DeVito"
480,tt0092238,Working Girls,Lizzie Borden,Working Girls,1986-01-01,93,6,1352,Drama,"Ellen McElduff, Frederick Neumann, Yu Lu"
481,tt0092240,The Wraith,Mike Marvin,The Wraith,1986-01-01,93,5,17563,Action,"Michael Hungerford, James House, Charlie Sheen"
488,tt0092263,A Better Tomorrow,John Woo,Ying hung boon sik,1986-01-01,95,7,23997,Action,"Hsieh Wang, Emily Chu, John Woo, Lung Ti"
491,tt0092272,Youngblood,Peter Markle,Youngblood,1986-01-01,110,6,15216,Drama,"Walker Boone, Kix Brooks, Kevin Robinson, Rob Lowe"
492,tt0092273,The Seventh Curse,Ngai Choi Lam,Yuen Chun Hap yu Wai See Lee,1986-01-01,83,6,1502,Action,"Sibelle Hu, Chow Yun-Fat"
495,tt0092288,The Zero Boys,Nico Mastorakis,The Zero Boys,1986-01-01,89,5,2603,Action,Nico Mastorakis
499,tt0092493,Crocodile Dundee II,John Cornell,Crocodile Dundee II,1988-01-01,108,5,58826,Action,"Peter Carrette, Paul Hogan, Jace Alexander"
500,tt0092494,*batteries not included,Matthew Robbins,*batteries not included,1987-01-01,106,6,36468,Comedy,"John Arceri, John DiSanti, Jessica Tandy, Hume Cronyn"
501,tt0092501,Project A 2,Jackie Chan,A' gai wak 2,1987-01-01,106,7,10741,Action,"Kwok-Hung Lam, Regina Kent, Jackie Chan"
503,tt0092513,Adventures in Babysitting,Chris Columbus,Adventures in Babysitting,1987-01-01,102,6,46137,Adventure,"John Davis Chandler, Lolita Davidovich, Elisabeth Shue"
504,tt0092516,Aenigma,Lucio Fulci,Aenigma,1987-01-01,90,5,3032,Horror,"Walter Brandi, Kemal Hrustanovic, Jared Martin"
506,tt0092545,Amazing Grace and Chuck,Mike Newell,Amazing Grace and Chuck,1987-01-01,114,5,1474,Drama,"Red Auerbach, Steven Bothun, Harvey Martin, Jamie Lee Curtis"
507,tt0092550,Boyfriends and Girlfriends,Éric Rohmer,L'ami de mon amie,1987-01-01,103,7,5326,Comedy,Anne-Laure Meury
510,tt0092558,Motherland Hotel,Ömer Kavur,Anayurt Oteli,1987-01-01,101,7,4060,Crime,"Kemal Kocatürk, Yasar Güner, Ömer Kavur, Macit Koper"
511,tt0092563,Angel Heart,Alan Parker,Angel Heart,1987-01-01,113,7,90979,Horror,"Lillian Boutte, La Vern Baker, Dr. John, Mickey Rourke"
515,tt0092576,StageFright,Michele Soavi,Deliria,1987-01-01,90,6,8442,Horror,"Michele Soavi, Mary Sellers"
520,tt0092585,Assassination,Peter R. Hunt,Assassination,1987-01-01,88,5,3479,Action,"Chris Alcaide, Randy Brooks, Charles Bronson"
522,tt0092593,"Goodbye, Children",Louis Malle,Au revoir les enfants,1987-01-01,104,8,34747,Drama,"Stanislas Carré de Malberg, René Bouloc, Irène Jacob, Gaspard Manesse"
524,tt0092603,Babette's Feast,Gabriel Axel,Babettes gÇÝstebud,1987-01-01,103,7,20868,Drama,"Stéphane Audran, Gert Bastian, Gabriel Axel, Stéphane Audran"
525,tt0092605,Baby Boom,Charles Shyer,Baby Boom,1987-01-01,110,6,18023,Comedy,"Dori Brenner, Linda Ellerbee, Elizabeth Bennett, Diane Keaton"
526,tt0092608,Back to the Beach,Lyndall Hobbs,Back to the Beach,1987-01-01,92,5,3169,Comedy,"Bob Denver, Tommy Hinkley, Frankie Avalon"
528,tt0092610,Bad Taste,Peter Jackson,Bad Taste,1987-01-01,91,6,47874,Comedy,"Peter Jackson, Pete O'Herne"
529,tt0092618,Barfly,Barbet Schroeder,Barfly,1987-01-01,100,7,20988,Comedy,"Gloria LeRoy, Charles Bukowski, Mickey Rourke"
531,tt0092627,The Bedroom Window,Curtis Hanson,The Bedroom Window,1987-01-01,112,6,6131,Crime,"Myvanwy Jenn, Steve Guttenberg"
532,tt0092632,The Believers,John Schlesinger,The Believers,1987-01-01,114,6,7492,Crime,"Ernst Haas, Shirley Anthony, Martin Sheen"
534,tt0092637,The Belly of an Architect,Peter Greenaway,The Belly of an Architect,1987-01-01,119,6,6038,Drama,Brian Dennehy
535,tt0092638,Benji the Hunted,Joe Camp,Benji the Hunted,1987-01-01,88,6,3215,Adventure,"Guy Hovis, Red Steagall"
537,tt0092641,Best Seller,John Flynn,Best Seller,1987-01-01,95,6,5856,Action,"Carter DeHaven, Dean Abston, James Woods"
538,tt0092644,Beverly Hills Cop II,Tony Scott,Beverly Hills Cop II,1987-01-01,100,6,123583,Action,"Brigitte Nielsen, Alice Adair, Hugh Hefner, Eddie Murphy"
539,tt0092651,The Cyclist,Mohsen Makhmalbaf,Bicycleran,1989-01-01,82,7,2224,Drama,Mohsen Makhmalbaf
540,tt0092654,The Big Easy,Jim McBride,The Big Easy,1986-01-01,102,6,13239,Comedy,"Jeff Hollis, Dewey Balfa, Buddy Quaid, Dennis Quaid"
543,tt0092666,Blind Date,Blake Edwards,Blind Date,1987-01-01,95,5,23309,Comedy,"Tracy Tynan, Fred Brookfield, Stanley Jordan, Kim Basinger"
545,tt0092669,Blood Diner,Jackie Kong,Blood Diner,1987-01-01,88,5,5055,Comedy,"Candye Kane, Jeff Harris, Joe B. Barton, Rick Burks"
546,tt0092675,Bloodsport,Newt Arnold,Bloodsport,1988-01-01,92,6,88043,Action,"Leah Ayres, Bolo Yeung, Nathan Chukueke, Jean-Claude Van Damme"
549,tt0092684,Body Slam,Hal Needham,Body Slam,1986-01-01,92,5,1206,Comedy,"Leslee Bremmer, Robert Barry, Dirk Benedict"
553,tt0092690,Born in East L.A.,Cheech Marin,Born in East L.A.,1987-01-01,85,6,6261,Comedy,"Neith Hunter, Cheech Marin"
555,tt0092693,The Enchanted Forest,José Luis Cuerda,El bosque animado,1987-01-01,107,7,1573,Comedy,"Javier Artiñano, Jesús Arias, Alfredo Landa"
557,tt0092695,The Brave Little Toaster,Jerry Rees,The Brave Little Toaster,1987-01-01,90,7,26634,Adventure,"Willard Carroll, Jonathan Benair, Timothy E. Day, Jon Lovitz"
558,tt0092699,Broadcast News,James L. Brooks,Broadcast News,1987-01-01,133,7,32365,Comedy,"William Hurt, Albert Brooks, Holly Hunter, William Hurt"
559,tt0092710,Burglar,Hugh Wilson,Burglar,1987-01-01,103,5,4564,Comedy,"Jo Anna March, Whoopi Goldberg"
561,tt0092713,H.M. Deserters,Janusz Majewski,C.K. Dezerterzy,1986-01-01,155,7,1229,Adventure,"Malgorzata Boratynska, Krzysztof Rojek, Jan Orsza-Lukaszewicz, Marek Kondrat"
562,tt0092718,Can't Buy Me Love,Steve Rash,Can't Buy Me Love,1987-01-01,94,6,39342,Comedy,"Donald C. Klune, Cort McCown, Ami Dolenz, Patrick Dempsey"
566,tt0092732,Castaway,Nicolas Roeg,Castaway,1986-01-01,117,5,3368,Adventure,"Sorel Johnson, Oliver Reed"
568,tt0092745,A Man from Boulevard des Capucines,Alla Surikova,Chelovek s bulvara Kaputsinov,1987-01-01,98,7,3358,Comedy,"Nikolay Astapov, Sergey Mikulsky, Albert Filozov, Andrey Mironov"
569,tt0092746,Cherry 2000,Steve De Jarnatt,Cherry 2000,1987-01-01,99,5,10117,Action,"David Andrews, Pamela Gidley, Melanie Griffith"
570,tt0092751,China Girl,Abel Ferrara,China Girl,1987-01-01,90,6,2087,Crime,"Richard Panebianco, James Russo"
579,tt0092783,Cop,James B. Harris,Cop,1988-01-01,110,6,5712,Crime,"Randi Brooks, James Woods"
583,tt0092794,Crazy Love,Dominique Deruddere,Crazy Love,1987-01-01,90,6,1319,Drama,"Raymond van het Groenewoud, Josse De Pauw, Dominique Deruddere"
584,tt0092796,Creepshow 2,Michael Gornick,Creepshow 2,1987-01-01,92,6,26795,Fantasy,"Page Hannah, Lois Chiles, Rick Catizone, George Kennedy"
585,tt0092797,The Cry of the Owl,Claude Chabrol,Le cri du hibou,1987-01-01,102,6,1021,Drama,"Gilles Dreu, Jacques Brunet, Christophe Malavoy"
586,tt0092798,Critical Condition,Michael Apted,Critical Condition,1987-01-01,97,5,3694,Comedy,Richard Pryor
587,tt0092800,Chronicle of a Death Foretold,Francesco Rosi,Cronaca di una morte annunciata,1987-01-01,109,6,1247,Drama,"Luciano Pecoraro, Rupert Everett"
588,tt0092802,Cross My Heart,Armyan Bernstein,Cross My Heart,1987-01-01,90,5,1294,Comedy,"Marti Muller, Martin Short"
589,tt0092804,Cry Freedom,Richard Attenborough,Cry Freedom,1987-01-01,157,7,13839,Biography,"Hepburn Graham, Karen Drury, John Briley, Denzel Washington"
591,tt0092809,The Curse,David Keith,The Curse,1987-01-01,92,5,3548,Horror,"Amy Wheaton, Wil Wheaton"
595,tt0092830,Dark Age,Arch Nicholson,Dark Age,1987-01-01,91,6,1334,Adventure,"Ray Meagher, Burnham Burnham, John Jarratt"
597,tt0092834,Date with an Angel,Tom McLoughlin,Date with an Angel,1987-01-01,105,5,2911,Comedy,"Russell Hitchcock, Tom McLoughlin, Michael E. Knight"
600,tt0092842,Dead of Winter,Arthur Penn,Dead of Winter,1987-01-01,100,6,4329,Drama,Mary Steenburgen
601,tt0092843,The Dead,John Huston,The Dead,1987-01-01,83,7,8442,Drama,"Tony Huston, Helena Carroll, Donal Donnelly, Anjelica Huston"
603,tt0092848,Deadly Prey,David A. Prior,Deadly Prey,1987-01-01,88,5,3210,Action,"Don Michaelson, Michael Holmes, Cameron Mitchell"
604,tt0092857,Death Wish 4: The Crackdown,J. Lee Thompson,Death Wish 4: The Crackdown,1987-01-01,99,5,10304,Action,"Katrina Holden Bronson, Craig Curtis, Charles Bronson"
607,tt0092860,Deathstalker II,Jim Wynorski,Deathstalker II,1987-01-01,85,5,3129,Action,"Monique Gabrielle, John Terlesky"
610,tt0092879,Ten Little Indians,Stanislav Govorukhin,Desyat negrityat,1987-01-01,137,7,2896,Crime,"Lyudmila Maksakova, Aleksandr Kaydanovskiy, Tatyana Drubich, Vladimir Zeldin"
614,tt0092890,Dirty Dancing,Emile Ardolino,Dirty Dancing,1987-01-01,100,7,240373,Drama,"Jennifer Grey, Emile Ardolino, Jerry Orbach, Patrick Swayze"
617,tt0092904,Dogs in Space,Richard Lowenstein,Dogs in Space,1986-01-01,103,6,1310,Drama,"Peter Walsh, Michael Hutchence"
619,tt0092922,Down Twisted,Albert Pyun,Down Twisted,1987-01-01,88,5,1061,Action,"Joe Holland, Ana De Sade, Carey Lowell"
620,tt0092925,Dragnet,Tom Mankiewicz,Dragnet,1987-01-01,106,6,35480,Comedy,"William Chalmers, Lisa Aliff, Alexandra Paul, Dan Aykroyd"
621,tt0092929,Drowning by Numbers,Peter Greenaway,Drowning by Numbers,1988-01-01,118,7,10435,Comedy,"Peter Jaques, Peter Greenaway, Bernard Hill"
624,tt0092933,Dudes,Penelope Spheeris,Dudes,1987-01-01,90,5,1585,Adventure,"Marcia Darroch, Jon Cryer"
626,tt0092944,Eat the Rich,Peter Richardson,Eat the Rich,1987-01-01,90,5,1498,Action,"Simon Brint, Debbie Linden, Angie Bowie, Nosher Powell"
630,tt0092965,Empire of the Sun,Steven Spielberg,Empire of the Sun,1987-01-01,153,7,128898,Drama,"Hiro Arai, J.G. Ballard, Harry Cordwell, Christian Bale"
634,tt0092972,Epidemic,Lars von Trier,Epidemic,1987-01-01,106,6,5655,Drama,"Svend Ali Hamann, Allan De Waal"
635,tt0092974,Ernest Goes to Camp,John R. Cherry III,Ernest Goes to Camp,1987-01-01,92,5,11899,Comedy,"Lyle Alzado, Jim Varney, Iron Eyes Cody"
637,tt0092983,La estanquera de Vallecas,Eloy de la Iglesia,La estanquera de Vallecas,1987-01-01,106,6,1249,Comedy,"José Luis Alonso de Santos, Emma Penella"
639,tt0092991,Evil Dead II,Sam Raimi,Evil Dead II,1987-01-01,84,7,169515,Comedy,"Sarah Berry, Paul Harris, Bruce Campbell"
640,tt0092995,What Every Frenchwoman Wants,Gianfranco Mingozzi,L'iniziazione,1986-01-01,95,5,4140,Comedy,"Sergio Di Stefano, Serena Verdirosi, Gianfranco Bellini, Serena Grandi"
641,tt0092997,Extreme Prejudice,Walter Hill,Extreme Prejudice,1987-01-01,105,6,8072,Action,"Maria Conchita Alonso, Nick Nolte"
642,tt0093004,The Family,Ettore Scola,La famiglia,1987-01-01,127,7,2375,Drama,"Carlo Dapporto, Franco Committeri, Luciano Ricceri, Vittorio Gassman"
643,tt0093006,Family Viewing,Atom Egoyan,Family Viewing,1987-01-01,86,6,1394,Drama,David Hemblen
645,tt0093010,Fatal Attraction,Adrian Lyne,Fatal Attraction,1987-01-01,119,6,90137,Drama,"Sherry Lansing, Michael Douglas, Adrian Lyne"
646,tt0093011,Fatal Beauty,Tom Holland,Fatal Beauty,1987-01-01,104,5,3841,Action,"William Martin Brennan, Jennifer Warren, Bernie Hern, Whoopi Goldberg"
647,tt0093029,Five Corners,Tony Bill,Five Corners,1987-01-01,90,6,3677,Crime,"Tony Bill, Jodie Foster"
649,tt0093036,Flowers in the Attic,Jeffrey Bloom,Flowers in the Attic,1987-01-01,93,5,10753,Drama,"Marshall Colt, Victoria Tennant, Louise Fletcher"
650,tt0093043,Delirium,Lamberto Bava,Le foto di Gioia,1987-01-01,94,5,2159,Horror,"Lionello Pio Di Savoia, Serena Grandi"
651,tt0093044,The Fourth Protocol,John Mackenzie,The Fourth Protocol,1987-01-01,119,6,10390,Thriller,"Frederick Forsyth, William Parker, Johnny Allan, Michael Caine"
653,tt0093051,From the Hip,Bob Clark,From the Hip,1987-01-01,111,6,2482,Comedy,"William Alspaugh, Richard Zobel, Eric Tilley, Judd Nelson"
656,tt0093058,Full Metal Jacket,Stanley Kubrick,Full Metal Jacket,1987-01-01,116,8,753406,Drama,"Stanley Kubrick, Christine Allsopp, Adam Baldwin, Matthew Modine"
659,tt0093073,Gardens of Stone,Francis Ford Coppola,Gardens of Stone,1987-01-01,111,6,5821,Drama,"Byron Trackwell, Hajna O. Moss, James Caan"
660,tt0093075,The Gate,Tibor Takács,The Gate,1987-01-01,85,6,18125,Fantasy,"Christa Denton, Scot Denton, Louis Tripp, Stephen Dorff"
664,tt0093093,The Glass Menagerie,Paul Newman,The Glass Menagerie,1987-01-01,134,7,2135,Drama,Joanne Woodward
666,tt0093105,"Good Morning, Vietnam",Barry Levinson,"Good Morning, Vietnam",1987-01-01,121,7,145414,Biography,"Adam Faith, Robin Williams, Chris Andrews"
668,tt0093111,The Grand Highway,Jean-Loup Hubert,Le grand chemin,1987-01-01,104,7,1647,Drama,"Anémone, Raymonde Guyot, Vanessa Guedj, Anémone"
669,tt0093113,Django Strikes Again,Nello Rossati,Django 2 - Il grande ritorno,1987-01-01,88,5,1227,Western,Franco Nero
673,tt0093132,Hachi-ko,Seijirô Kôyama,HachikÇï monogatari,1987-01-01,107,8,5486,Biography,"Mako Ishino, Tatsuya Nakadai"
675,tt0093137,Hamburger Hill,John Irvin,Hamburger Hill,1987-01-01,110,6,26563,Action,"David W. Rose, Michael Boatman, Courtney B. Vance"
676,tt0093139,Hamlet Goes Business,Aki Kaurismäki,Hamlet liikemaailmassa,1987-01-01,89,6,2094,Comedy,"Pentti Auer, Pertti Hilkamo, Aake Kalliala, Pirkka-Pekka Petelius"
677,tt0093143,The Hanoi Hilton,Lionel Chetwynd,The Hanoi Hilton,1987-01-01,125,6,1149,Drama,"Brian Demonbreun, Leo K. Thorsness, Michael Moriarty"
678,tt0093144,Hansel and Gretel,Len Talan,Hansel and Gretel,1988-01-01,84,6,1319,Family,"Nancy Weems, David Warner"
680,tt0093146,Hard Ticket to Hawaii,Andy Sidaris,Hard Ticket to Hawaii,1987-01-01,96,5,4805,Action,"Mike McKenzie, Viviane Brahms, Ronn Moss"
681,tt0093148,Harry and the Hendersons,William Dear,Harry and the Hendersons,1987-01-01,110,6,36872,Comedy,"William Frankfather, Richard Arnold, Kevin Peter Hall, John Lithgow"
684,tt0093169,Hector,Stijn Coninx,Hector,1987-01-01,95,6,2049,Comedy,"Walter Van Den Broeck, Jean Blaute, Sylvia Millecam, Urbanus"
685,tt0093170,Man Behind the Sun,Tun-Fei Mou,Hei tai yang 731,1988-01-01,105,6,6820,Drama,NONE
686,tt0093175,Hello Again,Frank Perry,Hello Again,1987-01-01,96,5,3652,Comedy,"Susan Isaacs, Shelley Long"
687,tt0093176,Hello Mary Lou: Prom Night II,Bruce Pittman,Hello Mary Lou: Prom Night II,1987-01-01,97,5,6786,Horror,"Lisa Schrage, Glen Gretzky, Ronnie Hawkins, Lisa Schrage"
